Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha
AGR_Nor_2022_00028,North_Zone,Haryana_East,2022,Rabi,Maize,16.35,23.45,116.31,64.46,10.0,6.09,0.233,170.6,26.3,277.6,2728.77
AGR_Nor_2021_00029,North_Zone,Punjab_Central,2021,Kharif,Wheat,21.19,30.62,553.73,72.21,10.0,7.09,0.229,262.0,15.4,282.5,4498.41
AGR_Nor_2020_00030,North_Zone,Haryana_East,2020,Rabi,Cotton,16.2,24.44,98.29,38.94,13.72,6.83,0.2,176.4,22.3,233.2,1819.26
AGR_Nor_2019_00031,North_Zone,Rajasthan_North,2019,Rabi,Rice,17.27,,131.43,54.03,12.71,6.92,0.887,171.1,22.8,249.0,4511.56
AGR_Nor_2020_00032,North_Zone,Punjab_Central,2020,Kharif,Cotton,21.39,34.27,391.79,63.81,10.0,6.38,0.385,103.8,19.7,196.6,2940.83
AGR_Nor_2021_00033,North_Zone,Punjab_Central,2021,Kharif,Cotton,23.09,34.09,388.07,48.95,14.23,6.41,0.512,159.3,16.8,212.2,2752.37
AGR_Nor_2021_00034,North_Zone,UP_Western,2021,Zaid,Pulses,22.99,35.05,74.03,58.13,13.85,5.75,1.071,164.9,25.0,238.8,1527.31
AGR_Nor_2023_00035,North_Zone,Rajasthan_North,2023,Kharif,Cotton,20.02,29.38,659.48,65.96,12.92,7.46,0.739,154.7,36.6,130.3,2673.78
AGR_Nor_2020_00036,North_Zone,Rajasthan_North,2020,Zaid,Maize,23.13,34.15,61.89,50.86,13.14,6.44,0.706,168.9,20.1,234.5,3545.64
AGR_Nor_2023_00037,North_Zone,Punjab_Central,2023,Rabi,Pulses,13.51,24.55,190.43,44.24,10.35,6.35,0.61,188.5,12.8,126.0,1231.38
AGR_Nor_2018_00038,North_Zone,UP_Western,2018,Rabi,Maize,16.27,25.45,146.15,63.18,10.0,6.84,0.514,196.8,24.0,256.7,3120.17
AGR_Nor_2022_00039,North_Zone,Punjab_Central,2022,Rabi,Soybean,18.45,29.93,168.94,59.77,15.78,6.34,0.376,117.7,31.0,239.4,2113.19
AGR_Nor_2021_00040,North_Zone,Rajasthan_North,2021,Rabi,Soybean,16.1,23.58,182.07,52.78,11.78,6.56,0.523,163.4,27.7,162.5,2076.37
AGR_Nor_2018_00041,North_Zone,Punjab_Central,2018,Kharif,Maize,22.28,35.72,185.85,43.3,11.08,6.6,0.9,170.9,13.0,198.9,3792.19
AGR_Nor_2020_00042,North_Zone,Rajasthan_North,2020,Rabi,Wheat,15.47,29.2,,52.33,10.55,8.34,0.611,180.5,21.9,218.9,3736.07
AGR_Nor_2020_00043,North_Zone,Haryana_East,2020,Kharif,Maize,,33.17,118.13,66.4,10.0,6.59,0.533,130.7,17.3,160.0,3446.14
AGR_Nor_2018_00044,North_Zone,UP_Western,2018,Rabi,Maize,20.86,30.23,135.96,64.16,11.93,7.83,0.679,223.7,24.5,197.6,3502.22
AGR_Nor_2022_00045,North_Zone,Punjab_Central,2022,Kharif,Maize,18.5,31.74,1002.94,78.2,12.28,6.38,0.346,125.5,25.6,152.4,3825.76
AGR_Nor_2023_00046,North_Zone,Punjab_Central,2023,Rabi,Wheat,17.43,27.72,131.54,53.74,10.0,7.82,0.616,152.2,31.7,237.8,3395.34
AGR_Nor_2022_00047,North_Zone,Haryana_East,2022,Kharif,Cotton,20.99,28.46,921.83,80.04,10.0,6.46,0.657,165.2,18.1,251.0,2679.21
AGR_Nor_2018_00048,North_Zone,Rajasthan_North,2018,Kharif,Pulses,20.06,28.23,655.22,68.36,11.56,5.94,0.705,126.7,17.2,270.4,1893.35
AGR_Nor_2023_00049,North_Zone,Rajasthan_North,2023,Kharif,Rice,21.45,29.58,306.09,62.56,12.21,6.51,1.014,135.6,14.0,284.5,4832.78
AGR_Nor_2021_00050,North_Zone,Haryana_East,2021,Rabi,Pulses,14.36,22.0,175.77,55.11,13.73,6.91,0.36,193.3,25.7,235.2,1350.07
AGR_Nor_2020_00051,North_Zone,Punjab_Central,2020,Zaid,Wheat,,31.47,67.68,41.45,15.96,6.78,0.723,181.0,22.2,252.2,3847.47
AGR_Nor_2019_00052,North_Zone,UP_Western,2019,Rabi,Wheat,16.61,25.82,135.4,68.98,11.49,7.42,0.333,189.3,27.3,213.7,3605.64
AGR_Nor_2023_00053,North_Zone,Haryana_East,2023,Kharif,Cotton,24.9,33.8,519.93,,11.67,6.97,0.225,114.9,20.2,230.5,2766.16
AGR_Nor_2018_00054,North_Zone,Rajasthan_North,2018,Kharif,Soybean,21.84,,343.49,,13.47,6.74,0.61,219.8,20.0,237.8,3125.73
AGR_Nor_2019_00055,North_Zone,Haryana_East,2019,Rabi,Cotton,19.13,31.0,107.17,57.01,11.55,6.38,0.473,262.5,27.6,172.2,2318.97
AGR_Nor_2018_00056,North_Zone,Haryana_East,2018,Rabi,Rice,17.76,29.91,121.97,44.41,11.85,6.83,0.486,211.8,22.2,293.9,4407.91
AGR_Nor_2021_00057,North_Zone,UP_Western,2021,Rabi,Rice,15.25,,100.3,56.52,11.09,6.92,0.571,178.5,25.3,185.6,4131.09
AGR_Nor_2021_00058,North_Zone,Rajasthan_North,2021,Kharif,Cotton,21.29,32.71,659.29,79.51,10.0,7.7,0.638,189.3,19.6,234.2,2995.85
AGR_Nor_2021_00059,North_Zone,Rajasthan_North,2021,Kharif,Wheat,22.13,32.44,,72.31,14.59,7.46,0.911,158.0,21.0,189.8,4955.44
AGR_Nor_2019_00060,North_Zone,Punjab_Central,2019,Zaid,Maize,21.16,33.72,61.45,41.84,15.23,6.95,0.498,135.2,27.2,239.3,2985.31
AGR_Nor_2020_00061,North_Zone,Haryana_East,2020,Kharif,Soybean,22.41,,822.02,81.43,11.24,6.1,1.062,137.4,22.9,202.9,3114.58
AGR_Nor_2021_00062,North_Zone,Rajasthan_North,2021,Zaid,Pulses,25.46,34.19,95.02,38.3,14.8,7.07,0.421,211.2,11.7,223.3,1596.81
AGR_Nor_2023_00063,North_Zone,Punjab_Central,2023,Kharif,Rice,21.56,28.84,745.77,65.19,11.39,6.8,0.391,232.6,27.3,200.1,5072.01
AGR_Nor_2018_00064,North_Zone,Haryana_East,2018,Rabi,Pulses,17.95,30.7,90.85,54.05,12.05,6.93,0.758,231.7,31.1,226.7,1465.2
AGR_Nor_2020_00065,North_Zone,Rajasthan_North,2020,Rabi,Pulses,16.7,28.21,182.69,73.45,11.05,6.41,0.513,168.8,24.5,233.5,1330.76
AGR_Nor_2023_00066,North_Zone,Rajasthan_North,2023,Kharif,Rice,19.73,29.56,647.29,67.45,10.0,7.09,0.524,219.6,20.4,272.3,5220.58
AGR_Nor_2018_00067,North_Zone,Punjab_Central,2018,Kharif,Wheat,22.62,35.92,642.3,55.08,11.35,7.28,0.632,198.7,14.5,272.0,4874.15
AGR_Nor_2021_00068,North_Zone,Haryana_East,2021,Kharif,Cotton,20.96,29.69,884.55,77.92,12.33,5.46,0.642,139.6,23.9,226.8,2748.19
AGR_Nor_2021_00069,North_Zone,UP_Western,2021,Zaid,Maize,22.77,32.09,84.91,72.34,10.0,6.7,0.394,200.6,22.7,176.6,3080.19
AGR_Nor_2018_00070,North_Zone,Rajasthan_North,2018,Rabi,Soybean,17.26,28.04,173.58,,11.84,6.89,0.514,158.2,18.8,287.2,2392.58
AGR_Nor_2018_00071,North_Zone,Punjab_Central,2018,Rabi,Maize,20.13,28.11,124.42,44.76,14.81,6.97,0.483,217.6,21.0,234.6,3232.17
AGR_Nor_2018_00072,North_Zone,UP_Western,2018,Rabi,Rice,18.66,27.17,177.48,45.02,16.76,6.34,0.653,215.2,20.5,225.3,4795.56
AGR_Nor_2023_00073,North_Zone,Haryana_East,2023,Kharif,Wheat,20.45,33.54,800.58,62.0,10.0,6.0,0.81,226.8,31.5,119.1,5203.46
AGR_Nor_2023_00074,North_Zone,UP_Western,2023,Kharif,Pulses,22.9,33.41,789.55,82.54,10.0,6.85,0.387,174.8,12.2,256.0,1872.55
AGR_Nor_2020_00075,North_Zone,UP_Western,2020,Kharif,Cotton,20.62,34.11,728.42,66.74,10.76,5.78,0.582,145.4,15.4,218.1,3052.99
AGR_Nor_2021_00076,North_Zone,Haryana_East,2021,Rabi,Maize,16.19,25.26,150.54,49.35,14.12,6.71,0.743,196.7,8.3,221.1,3730.92
AGR_Nor_2018_00077,North_Zone,Rajasthan_North,2018,Rabi,Rice,18.12,27.04,101.97,50.45,15.45,6.4,0.65,150.8,34.9,156.6,4032.17
AGR_Nor_2022_00078,North_Zone,Rajasthan_North,2022,Rabi,Maize,16.16,27.33,75.21,55.65,12.43,7.05,0.461,129.8,10.5,253.9,2870.1
AGR_Nor_2019_00079,North_Zone,Punjab_Central,2019,Zaid,Pulses,24.21,35.38,38.8,34.42,12.05,7.5,0.321,223.3,20.7,186.6,1449.58
AGR_Nor_2021_00080,North_Zone,UP_Western,2021,Kharif,Pulses,22.04,34.16,1039.31,77.59,10.13,7.13,0.614,198.9,16.5,217.6,2115.37
AGR_Nor_2021_00081,North_Zone,UP_Western,2021,Zaid,Pulses,22.2,30.27,,63.36,11.95,8.19,0.671,186.7,20.1,216.0,1303.37
AGR_Nor_2019_00082,North_Zone,Punjab_Central,2019,Kharif,Cotton,19.17,29.74,506.26,61.37,13.49,7.07,0.505,239.1,33.4,211.2,2573.34
AGR_Nor_2019_00083,North_Zone,Haryana_East,2019,Rabi,Maize,16.0,23.56,169.68,43.78,12.92,6.18,0.836,181.8,23.0,199.9,3434.12
AGR_Nor_2023_00084,North_Zone,Rajasthan_North,2023,Rabi,Maize,15.8,26.15,144.06,38.99,14.17,6.95,0.425,205.4,19.2,135.5,3351.35
AGR_Nor_2023_00085,North_Zone,Punjab_Central,2023,Zaid,Rice,21.15,28.68,59.79,44.9,15.22,7.13,0.434,233.2,30.1,177.0,4142.04
AGR_Nor_2019_00086,North_Zone,Rajasthan_North,2019,Kharif,Pulses,19.09,29.77,919.08,67.47,11.1,7.05,0.582,160.1,19.7,271.6,2004.74
AGR_Nor_2022_00087,North_Zone,Haryana_East,2022,Kharif,Cotton,20.98,28.75,765.86,55.93,16.53,6.08,0.593,220.9,16.8,110.0,2889.36
AGR_Nor_2018_00088,North_Zone,Rajasthan_North,2018,Kharif,Rice,20.7,34.22,574.05,77.22,10.0,6.79,0.836,146.8,9.0,226.5,5103.29
AGR_Nor_2022_00089,North_Zone,Rajasthan_North,2022,Kharif,Rice,22.19,34.8,895.55,55.51,12.82,6.94,0.597,158.6,29.2,266.0,4673.55
AGR_Nor_2021_00090,North_Zone,Rajasthan_North,2021,Rabi,Rice,16.68,30.4,125.3,,11.51,6.33,0.533,144.6,21.6,247.4,3922.89
AGR_Nor_2018_00091,North_Zone,UP_Western,2018,Zaid,Rice,21.43,31.51,25.67,56.65,12.63,6.51,0.54,187.4,21.0,149.7,4219.49
AGR_Nor_2019_00092,North_Zone,Haryana_East,2019,Rabi,Cotton,15.06,22.44,139.37,65.89,10.0,6.98,0.291,161.1,23.9,182.9,1709.67
AGR_Nor_2023_00093,North_Zone,Punjab_Central,2023,Rabi,Rice,14.15,25.11,133.14,61.97,12.57,7.57,0.721,175.2,14.7,200.6,4017.24
AGR_Nor_2020_00094,North_Zone,Punjab_Central,2020,Kharif,Cotton,23.46,36.39,1175.02,92.29,10.0,7.26,0.802,202.2,24.9,220.4,2641.83
AGR_Nor_2023_00095,North_Zone,Punjab_Central,2023,Rabi,Pulses,19.52,26.54,99.96,38.08,16.72,6.47,1.06,160.3,23.1,279.4,1718.68
AGR_Nor_2021_00096,North_Zone,Punjab_Central,2021,Rabi,Pulses,17.68,29.9,97.3,54.06,15.21,6.26,0.545,149.3,26.7,183.8,1214.58
AGR_Nor_2018_00097,North_Zone,Rajasthan_North,2018,Kharif,Soybean,20.48,30.34,702.33,69.69,13.21,7.93,0.878,162.9,15.3,216.3,2944.06
AGR_Nor_2020_00098,North_Zone,Rajasthan_North,2020,Kharif,Cotton,16.93,,490.1,,13.31,6.86,0.626,163.7,19.9,242.8,2721.34
AGR_Nor_2023_00099,North_Zone,UP_Western,2023,Kharif,Soybean,19.4,32.31,262.7,51.58,11.87,7.43,0.966,134.0,15.4,202.4,2860.65
AGR_Nor_2022_00100,North_Zone,Rajasthan_North,2022,Kharif,Pulses,22.19,30.58,399.14,49.97,17.83,6.85,0.663,151.7,20.1,190.8,2085.0
AGR_Nor_2022_00101,North_Zone,Rajasthan_North,2022,Kharif,Wheat,23.16,34.0,691.96,59.69,13.13,6.66,0.807,194.1,16.7,201.0,4920.76
AGR_Nor_2023_00102,North_Zone,Haryana_East,2023,Rabi,Maize,16.03,,98.03,64.89,10.0,5.93,0.617,167.4,25.1,224.3,2984.94
AGR_Nor_2021_00103,North_Zone,Rajasthan_North,2021,Rabi,Maize,17.45,30.2,99.93,66.43,10.22,5.7,0.636,192.7,30.2,263.5,3387.51
AGR_Nor_2021_00104,North_Zone,Haryana_East,2021,Rabi,Maize,18.18,26.37,119.12,79.41,10.42,6.74,0.542,207.4,25.4,255.2,3175.78
AGR_Nor_2018_00105,North_Zone,UP_Western,2018,Kharif,Cotton,22.72,30.88,936.47,79.34,12.04,7.51,1.066,200.3,24.0,218.7,3190.18
AGR_Nor_2020_00106,North_Zone,Punjab_Central,2020,Rabi,Maize,17.42,26.61,159.29,62.68,10.6,6.84,0.788,164.0,20.2,221.0,3292.94
AGR_Nor_2020_00107,North_Zone,Rajasthan_North,2020,Rabi,Pulses,18.19,31.1,154.75,50.27,13.57,6.25,0.691,210.4,19.7,183.2,1417.43
AGR_Nor_2021_00108,North_Zone,UP_Western,2021,Rabi,Rice,17.95,26.77,174.39,58.54,13.45,6.22,0.627,120.3,8.3,216.3,4113.65
AGR_Nor_2018_00109,North_Zone,Haryana_East,2018,Kharif,Wheat,21.81,34.69,826.95,,10.51,8.03,0.77,257.0,25.2,143.8,5186.06
AGR_Nor_2018_00110,North_Zone,Punjab_Central,2018,Kharif,Pulses,18.59,27.69,805.85,86.36,12.78,6.74,0.57,182.5,29.0,168.3,2076.45
AGR_Nor_2018_00111,North_Zone,UP_Western,2018,Kharif,Soybean,20.89,28.85,825.1,67.64,10.3,7.66,0.551,229.1,28.7,193.7,3132.45
AGR_Nor_2020_00112,North_Zone,Punjab_Central,2020,Rabi,Pulses,16.84,26.37,,,13.13,6.54,0.475,130.8,21.5,142.3,1250.45
AGR_Nor_2023_00113,North_Zone,Rajasthan_North,2023,Rabi,Soybean,,26.6,,47.02,10.61,6.45,0.754,184.6,30.0,218.8,2317.42
AGR_Nor_2023_00114,North_Zone,Rajasthan_North,2023,Kharif,Soybean,21.87,33.57,719.65,82.4,10.0,7.43,0.424,208.4,25.2,246.8,3018.52
AGR_Nor_2021_00115,North_Zone,Rajasthan_North,2021,Zaid,Wheat,24.7,34.59,48.75,64.93,14.16,6.94,0.764,140.1,22.0,230.3,3624.58
AGR_Nor_2019_00116,North_Zone,Haryana_East,2019,Kharif,Soybean,20.81,31.85,273.63,39.53,15.51,7.31,0.832,196.5,27.1,292.8,2909.95
AGR_Nor_2019_00117,North_Zone,UP_Western,2019,Kharif,Soybean,23.24,30.94,741.45,71.99,10.65,7.15,0.2,135.7,22.3,191.8,2811.93
AGR_Nor_2019_00118,North_Zone,UP_Western,2019,Rabi,Maize,14.47,26.21,,,16.85,7.93,0.517,178.4,15.1,210.2,2896.23
AGR_Nor_2020_00119,North_Zone,Haryana_East,2020,Kharif,Pulses,20.61,29.64,969.73,81.39,10.32,6.94,0.763,126.1,13.1,233.8,1786.91
AGR_Nor_2020_00120,North_Zone,UP_Western,2020,Rabi,Wheat,17.81,26.05,163.95,75.8,10.59,7.18,0.508,136.5,23.0,224.6,3385.36
AGR_Nor_2023_00121,North_Zone,Haryana_East,2023,Rabi,Maize,16.33,23.6,78.97,79.08,10.0,6.95,0.684,218.0,22.6,223.9,3169.11
AGR_Nor_2021_00122,North_Zone,UP_Western,2021,Zaid,Maize,21.64,33.92,65.58,32.94,14.55,8.5,0.376,116.5,33.6,243.4,2864.77
AGR_Nor_2021_00123,North_Zone,UP_Western,2021,Rabi,Soybean,16.84,30.81,185.62,42.34,15.69,6.33,0.406,211.0,26.7,213.6,2636.34
AGR_Nor_2020_00124,North_Zone,Punjab_Central,2020,Kharif,Pulses,22.43,31.49,752.62,80.24,11.41,7.05,0.493,204.4,29.1,236.3,2307.89
AGR_Nor_2021_00125,North_Zone,Haryana_East,2021,Kharif,Maize,19.81,32.47,588.41,69.92,12.23,6.52,0.561,230.9,22.0,201.9,4295.58
AGR_Nor_2020_00126,North_Zone,Haryana_East,2020,Rabi,Pulses,18.73,29.57,141.19,50.64,10.17,6.38,0.705,203.7,24.4,268.5,1505.35
AGR_Nor_2023_00127,North_Zone,Rajasthan_North,2023,Rabi,Pulses,15.49,28.91,136.71,47.6,16.35,7.13,0.746,157.0,12.8,241.8,1489.46
AGR_Nor_2023_00128,North_Zone,Punjab_Central,2023,Kharif,Cotton,,34.34,439.41,73.23,10.98,6.73,0.715,201.1,21.0,176.3,3155.83
AGR_Nor_2019_00129,North_Zone,Punjab_Central,2019,Kharif,Cotton,20.75,29.7,689.9,,10.0,8.14,0.526,95.1,21.8,206.7,2726.88
AGR_Nor_2018_00130,North_Zone,Punjab_Central,2018,Kharif,Cotton,23.43,,525.67,71.45,12.11,7.49,0.703,203.6,21.0,226.7,3037.35
AGR_Nor_2018_00131,North_Zone,Rajasthan_North,2018,Rabi,Maize,16.18,,123.49,36.68,14.57,5.88,0.396,172.4,8.0,245.1,2527.75
AGR_Nor_2021_00132,North_Zone,Punjab_Central,2021,Kharif,Soybean,18.46,26.99,584.29,61.84,12.09,5.89,0.356,170.9,14.3,155.7,2602.13
AGR_Nor_2020_00133,North_Zone,Punjab_Central,2020,Rabi,Soybean,17.26,,139.76,31.92,12.94,6.56,0.568,154.0,17.2,285.2,2234.75
AGR_Nor_2022_00134,North_Zone,Rajasthan_North,2022,Rabi,Wheat,18.26,30.7,209.26,63.6,10.0,7.3,0.645,163.9,27.2,250.7,3960.82
AGR_Nor_2023_00135,North_Zone,Rajasthan_North,2023,Kharif,Rice,21.5,28.93,773.99,67.45,15.43,5.84,0.633,250.8,22.0,201.4,5385.47
AGR_Nor_2023_00136,North_Zone,Haryana_East,2023,Rabi,Cotton,18.43,30.15,128.21,30.52,16.14,6.34,0.656,179.0,35.7,234.6,2140.61
AGR_Nor_2023_00137,North_Zone,Haryana_East,2023,Rabi,Pulses,17.82,31.18,106.75,57.82,12.26,6.42,0.688,243.2,20.9,242.4,1342.85
AGR_Nor_2023_00138,North_Zone,Punjab_Central,2023,Rabi,Wheat,,27.04,180.79,51.13,13.82,7.63,0.612,150.4,17.1,249.8,3606.24
AGR_Nor_2019_00139,North_Zone,Rajasthan_North,2019,Zaid,Rice,22.03,31.77,91.43,55.52,12.75,6.86,0.706,221.7,18.4,228.3,4415.37
AGR_Nor_2022_00140,North_Zone,UP_Western,2022,Zaid,Wheat,23.73,32.33,78.15,41.75,15.24,7.81,0.505,112.3,32.1,251.7,3313.84
AGR_Nor_2022_00141,North_Zone,Rajasthan_North,2022,Kharif,Wheat,21.17,29.6,846.63,,10.0,6.54,0.616,131.7,30.3,240.5,4216.76
AGR_Nor_2021_00142,North_Zone,Rajasthan_North,2021,Rabi,Wheat,17.09,27.34,,54.41,13.89,7.8,1.038,157.3,22.8,271.5,3991.14
AGR_Nor_2020_00143,North_Zone,Rajasthan_North,2020,Kharif,Soybean,22.66,34.14,468.55,80.45,10.0,7.31,0.643,160.0,26.4,182.3,3145.85
AGR_Nor_2023_00144,North_Zone,Punjab_Central,2023,Kharif,Rice,19.07,31.34,290.11,42.19,14.05,6.61,1.014,196.6,21.1,168.4,5299.58
AGR_Nor_2018_00145,North_Zone,Rajasthan_North,2018,Zaid,Wheat,24.62,34.85,84.91,55.13,13.48,7.2,0.676,209.4,18.3,184.9,4000.17
AGR_Nor_2021_00146,North_Zone,Punjab_Central,2021,Rabi,Rice,16.73,27.27,51.4,59.65,11.59,6.95,0.542,217.6,24.2,215.9,3980.61
AGR_Nor_2022_00147,North_Zone,UP_Western,2022,Rabi,Pulses,17.63,30.29,117.88,64.47,14.54,7.38,0.499,152.6,22.0,229.2,1262.29
AGR_Nor_2021_00148,North_Zone,Rajasthan_North,2021,Kharif,Pulses,19.16,29.04,563.07,67.65,12.64,6.96,0.771,154.5,14.3,198.9,2011.13
AGR_Nor_2018_00149,North_Zone,Haryana_East,2018,Rabi,Pulses,18.01,29.21,156.46,54.94,11.97,7.03,0.607,133.2,23.4,149.4,1425.52
AGR_Nor_2020_00150,North_Zone,Rajasthan_North,2020,Kharif,Wheat,19.77,30.94,737.13,73.4,10.0,6.56,0.937,184.0,16.7,271.9,5001.11
AGR_Nor_2023_00151,North_Zone,Rajasthan_North,2023,Kharif,Maize,22.53,36.15,704.3,71.33,11.42,7.8,0.73,149.7,32.2,212.0,4070.02
AGR_Nor_2022_00152,North_Zone,Rajasthan_North,2022,Rabi,Pulses,16.96,24.61,123.03,57.27,12.65,5.84,0.521,238.7,19.0,210.7,1317.39
AGR_Nor_2018_00153,North_Zone,UP_Western,2018,Rabi,Soybean,15.95,24.69,95.18,52.5,11.32,7.21,0.868,159.7,23.4,232.5,2256.99
AGR_Nor_2018_00154,North_Zone,UP_Western,2018,Kharif,Pulses,22.47,32.46,499.43,72.62,10.0,7.31,0.53,215.0,20.6,257.5,2364.37
AGR_Nor_2019_00155,North_Zone,Haryana_East,2019,Rabi,Maize,15.06,26.19,147.08,46.88,10.0,7.39,0.419,179.0,21.1,276.9,3037.8
AGR_Nor_2020_00156,North_Zone,Punjab_Central,2020,Kharif,Rice,19.37,29.98,484.92,44.72,14.59,7.43,0.516,156.6,28.0,158.5,4516.84
AGR_Nor_2018_00157,North_Zone,Punjab_Central,2018,Kharif,Maize,21.46,34.02,218.68,54.05,14.2,5.38,0.41,98.7,15.6,175.5,3385.28
AGR_Nor_2022_00158,North_Zone,Haryana_East,2022,Rabi,Pulses,16.58,26.06,147.0,52.73,12.11,8.26,0.678,131.8,18.6,256.0,1571.67
AGR_Nor_2019_00159,North_Zone,Haryana_East,2019,Kharif,Wheat,22.52,33.94,601.75,59.92,12.18,6.24,0.646,148.7,19.6,165.2,4625.84
AGR_Nor_2022_00160,North_Zone,Haryana_East,2022,Rabi,Rice,17.63,27.49,164.56,52.86,13.44,7.18,0.664,212.0,28.4,199.9,4767.65
AGR_Nor_2023_00161,North_Zone,UP_Western,2023,Rabi,Wheat,16.38,23.47,28.81,68.54,10.0,6.0,0.584,203.2,24.8,226.2,3438.33
AGR_Nor_2022_00162,North_Zone,Punjab_Central,2022,Rabi,Maize,,25.65,82.41,50.88,11.68,7.86,0.549,225.1,27.8,200.6,3515.23
