Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha
AGR_Cen_2023_00044,Central_Zone,CG_Plains,2023,Kharif,Wheat,24.52,36.65,1260.22,95.0,10.0,7.86,0.731,208.6,22.6,247.9,4871.96
AGR_Cen_2022_00045,Central_Zone,MP_Narmada,2022,Zaid,Cotton,26.02,37.31,50.52,51.65,13.87,7.07,0.494,100.4,32.0,203.5,2100.04
AGR_Cen_2018_00046,Central_Zone,MP_Narmada,2018,Rabi,Maize,19.16,26.77,128.18,47.95,11.9,7.57,0.519,199.4,30.3,298.6,3408.28
AGR_Cen_2022_00047,Central_Zone,MP_Narmada,2022,Kharif,Soybean,23.27,30.74,1017.6,75.69,10.0,7.8,0.799,213.6,23.0,178.2,3394.29
AGR_Cen_2021_00048,Central_Zone,MP_Narmada,2021,Zaid,Wheat,23.94,37.61,101.16,42.68,18.2,7.49,0.647,198.5,17.9,209.0,3873.51
AGR_Cen_2020_00049,Central_Zone,JH_Plateau,2020,Rabi,Wheat,22.33,,160.49,55.59,13.1,6.78,0.65,160.5,17.0,245.3,3718.5
AGR_Cen_2023_00050,Central_Zone,UP_Bundelkhand,2023,Kharif,Cotton,23.32,36.62,1525.77,95.0,10.0,6.51,0.691,176.2,20.8,147.0,3271.49
AGR_Cen_2020_00051,Central_Zone,CG_Plains,2020,Kharif,Maize,21.69,29.56,715.64,,10.27,6.6,0.682,157.0,35.6,184.0,3940.6
AGR_Cen_2023_00052,Central_Zone,UP_Bundelkhand,2023,Zaid,Soybean,25.15,33.99,88.27,53.55,11.57,7.2,0.659,156.5,18.9,253.2,2389.32
AGR_Cen_2023_00053,Central_Zone,MP_Narmada,2023,Zaid,Pulses,26.42,37.83,88.4,44.92,12.15,7.69,0.579,168.1,16.5,209.8,1557.52
AGR_Cen_2023_00054,Central_Zone,CG_Plains,2023,Kharif,Wheat,24.72,35.7,811.26,75.06,10.0,6.54,0.642,189.3,21.4,179.8,4816.57
AGR_Cen_2022_00055,Central_Zone,CG_Plains,2022,Kharif,Wheat,23.76,35.98,964.32,81.86,10.0,6.17,0.504,158.6,15.4,140.0,4500.93
AGR_Cen_2020_00056,Central_Zone,JH_Plateau,2020,Zaid,Wheat,26.33,,114.75,,12.54,6.67,0.47,157.5,17.3,268.2,3716.59
AGR_Cen_2020_00057,Central_Zone,UP_Bundelkhand,2020,Rabi,Cotton,21.64,34.85,178.31,,11.33,6.96,0.827,194.5,26.2,196.2,2478.3
AGR_Cen_2023_00058,Central_Zone,UP_Bundelkhand,2023,Rabi,Wheat,18.73,26.37,301.22,,12.73,5.83,0.816,134.6,16.2,207.0,3924.98
AGR_Cen_2021_00059,Central_Zone,JH_Plateau,2021,Kharif,Rice,25.62,39.17,1098.19,87.61,11.36,6.63,0.686,134.9,22.5,170.2,5040.23
AGR_Cen_2018_00060,Central_Zone,UP_Bundelkhand,2018,Kharif,Soybean,24.83,38.08,672.18,64.66,12.79,5.26,0.497,172.4,24.1,243.0,2894.85
AGR_Cen_2020_00061,Central_Zone,CG_Plains,2020,Kharif,Wheat,23.72,33.24,984.19,77.64,10.0,6.41,0.266,156.2,18.6,179.2,4082.14
AGR_Cen_2018_00062,Central_Zone,JH_Plateau,2018,Kharif,Maize,21.32,29.09,564.64,74.24,10.0,6.46,0.393,164.9,23.2,296.1,3655.23
AGR_Cen_2018_00063,Central_Zone,JH_Plateau,2018,Rabi,Pulses,20.07,33.02,205.34,62.07,11.15,7.04,0.389,148.1,20.5,185.7,1698.35
AGR_Cen_2023_00064,Central_Zone,JH_Plateau,2023,Rabi,Cotton,20.28,33.97,156.47,61.26,10.21,6.9,0.373,119.7,20.4,200.0,2109.93
AGR_Cen_2018_00065,Central_Zone,CG_Plains,2018,Kharif,Wheat,25.32,38.02,915.07,76.59,10.08,7.18,0.69,172.6,24.9,268.1,4787.57
AGR_Cen_2021_00066,Central_Zone,MP_Narmada,2021,Zaid,Rice,25.26,37.4,61.21,65.78,10.74,6.47,0.466,128.1,17.7,110.0,3923.96
AGR_Cen_2022_00067,Central_Zone,CG_Plains,2022,Kharif,Soybean,24.41,32.43,1051.64,77.83,10.0,7.39,0.404,202.1,26.4,219.8,3231.67
AGR_Cen_2019_00068,Central_Zone,CG_Plains,2019,Kharif,Maize,24.7,36.28,1419.58,92.29,10.0,7.23,0.508,147.5,24.8,246.1,3784.29
AGR_Cen_2023_00069,Central_Zone,CG_Plains,2023,Rabi,Maize,19.28,28.89,242.69,69.82,11.01,6.84,0.459,128.9,27.0,300.3,2970.14
AGR_Cen_2021_00070,Central_Zone,CG_Plains,2021,Rabi,Wheat,,31.68,270.92,64.66,11.76,6.36,0.803,154.3,22.9,203.8,4307.64
AGR_Cen_2021_00071,Central_Zone,CG_Plains,2021,Rabi,Soybean,19.55,28.15,144.28,50.74,16.07,6.48,0.697,254.3,15.1,141.8,2776.08
AGR_Cen_2023_00072,Central_Zone,CG_Plains,2023,Kharif,Wheat,24.26,37.28,1059.55,95.0,10.0,7.39,0.73,142.7,15.8,285.5,4477.1
AGR_Cen_2020_00073,Central_Zone,UP_Bundelkhand,2020,Kharif,Maize,24.05,37.26,1818.8,95.0,13.48,6.46,0.583,151.0,18.8,277.1,3686.8
AGR_Cen_2023_00074,Central_Zone,CG_Plains,2023,Kharif,Rice,24.67,38.59,544.99,69.64,13.63,7.08,0.763,216.4,19.5,211.1,5325.06
AGR_Cen_2022_00075,Central_Zone,UP_Bundelkhand,2022,Zaid,Maize,27.52,41.4,74.31,56.75,10.8,8.34,0.432,184.0,20.2,203.9,2995.7
AGR_Cen_2019_00076,Central_Zone,UP_Bundelkhand,2019,Rabi,Cotton,20.81,30.47,136.27,52.89,12.04,6.72,0.819,200.6,33.4,167.5,2371.48
AGR_Cen_2021_00077,Central_Zone,UP_Bundelkhand,2021,Rabi,Pulses,20.15,31.31,157.82,54.01,11.53,7.21,0.697,170.1,14.2,251.5,1872.2
AGR_Cen_2023_00078,Central_Zone,MP_Narmada,2023,Rabi,Wheat,17.3,30.75,134.92,71.13,12.85,6.36,0.604,213.1,30.5,275.0,4055.91
AGR_Cen_2022_00079,Central_Zone,MP_Narmada,2022,Rabi,Cotton,,27.26,114.96,67.12,11.19,5.27,0.317,167.7,12.3,251.7,2068.27
AGR_Cen_2020_00080,Central_Zone,CG_Plains,2020,Rabi,Soybean,19.83,31.72,160.39,40.74,14.08,7.44,0.768,200.9,33.4,147.0,2753.78
AGR_Cen_2023_00081,Central_Zone,JH_Plateau,2023,Kharif,Soybean,24.58,35.6,664.38,60.36,10.99,7.41,0.951,128.1,24.4,280.3,3290.15
AGR_Cen_2021_00082,Central_Zone,UP_Bundelkhand,2021,Kharif,Cotton,26.2,34.48,554.98,53.37,10.24,6.29,0.795,170.2,18.9,165.9,3046.92
AGR_Cen_2019_00083,Central_Zone,JH_Plateau,2019,Rabi,Cotton,18.26,25.91,276.63,60.59,14.99,6.42,0.527,203.7,26.7,232.6,2180.38
AGR_Cen_2018_00084,Central_Zone,JH_Plateau,2018,Rabi,Rice,19.52,27.01,137.3,39.97,15.78,7.43,0.48,264.6,26.0,237.8,4531.32
AGR_Cen_2022_00085,Central_Zone,JH_Plateau,2022,Kharif,Soybean,23.17,34.25,1298.77,88.17,10.0,6.53,0.768,141.5,18.4,228.9,3169.34
AGR_Cen_2023_00086,Central_Zone,MP_Narmada,2023,Kharif,Rice,22.33,33.5,1181.66,95.0,10.0,7.01,0.928,172.6,18.4,148.5,5427.71
AGR_Cen_2018_00087,Central_Zone,CG_Plains,2018,Kharif,Soybean,24.49,35.36,952.54,73.81,10.0,7.73,0.564,187.7,17.8,139.3,3074.45
AGR_Cen_2018_00088,Central_Zone,MP_Narmada,2018,Kharif,Wheat,,39.17,805.83,78.05,10.96,6.63,0.596,175.7,18.7,206.5,4591.7
AGR_Cen_2021_00089,Central_Zone,JH_Plateau,2021,Zaid,Maize,22.29,30.99,108.63,54.01,11.48,5.87,0.39,190.6,20.4,178.4,3149.47
AGR_Cen_2021_00090,Central_Zone,UP_Bundelkhand,2021,Kharif,Soybean,27.05,38.48,1344.52,90.71,10.0,6.64,0.579,204.2,24.6,208.3,3122.85
AGR_Cen_2019_00091,Central_Zone,MP_Narmada,2019,Kharif,Pulses,24.02,37.25,642.93,74.32,13.92,7.61,0.966,216.9,21.4,226.1,2428.14
AGR_Cen_2023_00092,Central_Zone,JH_Plateau,2023,Rabi,Maize,18.07,29.6,,55.01,10.0,6.09,0.574,170.6,16.7,226.2,3188.98
AGR_Cen_2020_00093,Central_Zone,UP_Bundelkhand,2020,Rabi,Cotton,21.55,31.38,219.79,56.92,10.0,6.67,0.458,211.0,32.6,227.3,2487.08
AGR_Cen_2022_00094,Central_Zone,JH_Plateau,2022,Kharif,Soybean,22.74,32.72,970.32,81.42,10.0,7.5,0.422,180.9,23.7,193.0,2904.07
AGR_Cen_2019_00095,Central_Zone,CG_Plains,2019,Kharif,Soybean,22.79,33.93,1013.73,86.87,10.0,8.05,0.451,90.0,21.5,245.9,2670.66
AGR_Cen_2022_00096,Central_Zone,UP_Bundelkhand,2022,Rabi,Wheat,23.51,32.0,143.69,50.07,14.67,6.79,0.462,175.8,14.3,280.2,3689.53
AGR_Cen_2019_00097,Central_Zone,UP_Bundelkhand,2019,Rabi,Rice,22.68,33.98,124.37,57.0,12.91,5.85,0.744,212.6,38.4,222.3,4635.18
AGR_Cen_2018_00098,Central_Zone,JH_Plateau,2018,Rabi,Rice,20.92,28.36,154.21,54.54,14.11,7.49,1.12,234.1,30.5,257.6,5287.72
AGR_Cen_2018_00099,Central_Zone,CG_Plains,2018,Rabi,Soybean,19.52,33.39,92.67,30.0,15.06,6.88,0.569,229.4,23.9,182.7,2442.18
AGR_Cen_2018_00100,Central_Zone,MP_Narmada,2018,Kharif,Soybean,22.74,35.53,744.43,66.71,13.71,7.18,0.595,210.5,24.5,246.4,3367.98
AGR_Cen_2021_00101,Central_Zone,CG_Plains,2021,Rabi,Pulses,19.96,29.16,179.99,40.32,18.01,6.3,0.505,174.1,16.1,231.5,1721.79
AGR_Cen_2021_00102,Central_Zone,CG_Plains,2021,Kharif,Soybean,26.02,37.29,1417.39,95.0,11.08,7.71,0.59,214.7,38.0,182.1,3298.56
AGR_Cen_2019_00103,Central_Zone,MP_Narmada,2019,Rabi,Wheat,21.34,,142.14,63.45,10.85,6.67,0.509,129.8,26.2,145.9,3766.86
AGR_Cen_2018_00104,Central_Zone,UP_Bundelkhand,2018,Rabi,Pulses,20.05,,83.58,39.51,11.77,7.25,0.223,162.0,22.9,318.2,1550.17
AGR_Cen_2023_00105,Central_Zone,MP_Narmada,2023,Kharif,Cotton,24.73,37.52,1491.45,95.0,10.0,6.26,0.556,153.5,27.1,316.4,2813.97
AGR_Cen_2018_00106,Central_Zone,CG_Plains,2018,Zaid,Rice,26.89,37.52,76.71,59.94,12.0,7.0,0.72,146.0,22.6,181.4,4199.28
AGR_Cen_2023_00107,Central_Zone,UP_Bundelkhand,2023,Rabi,Rice,21.83,33.02,203.97,66.68,10.46,6.26,0.68,216.7,8.0,199.6,4889.7
AGR_Cen_2020_00108,Central_Zone,MP_Narmada,2020,Kharif,Cotton,24.08,34.11,1074.05,,12.26,6.88,0.56,171.6,12.7,177.5,3047.63
AGR_Cen_2023_00109,Central_Zone,CG_Plains,2023,Kharif,Maize,22.64,34.9,1059.2,92.72,10.0,6.44,0.589,195.2,17.9,214.9,4207.83
AGR_Cen_2023_00110,Central_Zone,UP_Bundelkhand,2023,Rabi,Cotton,21.46,33.48,30.91,45.35,12.75,6.45,0.652,174.7,29.0,228.3,2030.97
AGR_Cen_2023_00111,Central_Zone,MP_Narmada,2023,Rabi,Pulses,17.33,,264.55,44.25,11.43,7.0,0.618,194.7,20.9,198.8,1529.34
AGR_Cen_2019_00112,Central_Zone,CG_Plains,2019,Rabi,Soybean,18.69,26.59,161.65,56.28,13.52,7.23,0.733,148.3,31.5,170.4,2327.16
AGR_Cen_2018_00113,Central_Zone,UP_Bundelkhand,2018,Rabi,Maize,18.97,32.91,253.83,71.6,13.36,7.35,0.479,186.7,23.8,214.8,3521.7
AGR_Cen_2022_00114,Central_Zone,MP_Narmada,2022,Kharif,Cotton,24.1,33.68,1174.42,83.46,11.7,6.88,0.504,147.1,34.9,205.2,2898.51
AGR_Cen_2018_00115,Central_Zone,CG_Plains,2018,Rabi,Cotton,21.09,32.65,,55.18,15.73,7.17,0.591,166.3,32.3,251.1,2243.97
AGR_Cen_2022_00116,Central_Zone,CG_Plains,2022,Rabi,Cotton,20.69,27.79,279.39,68.91,10.9,6.16,0.644,222.0,19.2,233.2,2545.07
AGR_Cen_2022_00117,Central_Zone,JH_Plateau,2022,Kharif,Maize,25.05,36.02,966.71,75.99,10.0,7.05,0.624,151.2,31.5,244.6,3944.26
AGR_Cen_2023_00118,Central_Zone,CG_Plains,2023,Kharif,Wheat,23.86,33.28,839.36,86.26,10.68,6.07,0.549,219.8,20.7,204.5,5067.37
AGR_Cen_2021_00119,Central_Zone,CG_Plains,2021,Kharif,Rice,23.01,36.01,1147.89,91.6,10.0,7.18,0.625,188.0,18.5,232.8,5061.53
AGR_Cen_2019_00120,Central_Zone,UP_Bundelkhand,2019,Kharif,Pulses,25.05,32.59,1710.86,95.0,10.0,6.91,0.546,182.3,12.3,262.2,1918.59
AGR_Cen_2019_00121,Central_Zone,MP_Narmada,2019,Kharif,Cotton,25.2,37.74,874.02,70.69,12.85,6.58,0.566,171.8,17.5,214.7,2767.06
AGR_Cen_2021_00122,Central_Zone,CG_Plains,2021,Kharif,Cotton,23.43,36.7,809.9,78.73,10.0,6.61,0.605,150.8,29.0,252.3,2676.16
AGR_Cen_2019_00123,Central_Zone,MP_Narmada,2019,Kharif,Soybean,26.49,38.39,651.14,92.1,10.33,6.97,0.538,166.6,23.4,135.3,3192.52
AGR_Cen_2021_00124,Central_Zone,MP_Narmada,2021,Rabi,Maize,20.86,28.85,239.97,63.95,13.85,6.19,0.48,189.2,24.3,178.5,3575.07
AGR_Cen_2018_00125,Central_Zone,MP_Narmada,2018,Kharif,Pulses,23.93,,722.13,83.98,15.01,6.11,0.53,172.5,37.4,153.0,2337.18
AGR_Cen_2019_00126,Central_Zone,CG_Plains,2019,Rabi,Soybean,21.26,33.42,274.78,61.99,13.47,6.43,0.622,172.8,15.5,114.8,2823.5
AGR_Cen_2019_00127,Central_Zone,JH_Plateau,2019,Kharif,Soybean,23.25,30.45,1078.98,74.61,11.86,5.2,0.541,137.7,30.0,265.9,2956.76
AGR_Cen_2020_00128,Central_Zone,CG_Plains,2020,Rabi,Cotton,19.79,,199.17,48.29,14.6,6.78,0.844,186.4,19.3,168.7,2355.54
AGR_Cen_2018_00129,Central_Zone,CG_Plains,2018,Rabi,Cotton,19.06,28.31,310.24,60.66,10.35,7.86,0.614,186.4,21.1,227.7,2790.92
AGR_Cen_2018_00130,Central_Zone,CG_Plains,2018,Kharif,Maize,24.27,36.83,961.47,95.0,10.0,5.55,0.911,154.8,16.6,264.5,4410.51
AGR_Cen_2019_00131,Central_Zone,CG_Plains,2019,Zaid,Maize,24.37,38.15,100.64,65.32,11.42,6.63,0.687,127.5,15.6,111.1,3346.75
AGR_Cen_2022_00132,Central_Zone,MP_Narmada,2022,Kharif,Cotton,25.83,35.01,1507.67,95.0,10.0,7.0,0.676,138.2,31.5,260.3,3303.61
AGR_Cen_2021_00133,Central_Zone,CG_Plains,2021,Kharif,Maize,,37.32,279.7,64.19,15.06,6.76,0.659,241.9,27.1,189.1,4129.72
AGR_Cen_2023_00134,Central_Zone,CG_Plains,2023,Kharif,Cotton,23.85,32.24,1142.39,74.17,10.0,7.26,0.968,226.2,16.1,229.9,3320.81
AGR_Cen_2019_00135,Central_Zone,CG_Plains,2019,Kharif,Soybean,26.38,39.27,630.7,76.01,12.73,7.67,0.509,230.7,20.4,186.6,2988.11
AGR_Cen_2020_00136,Central_Zone,MP_Narmada,2020,Kharif,Wheat,22.41,32.03,921.31,81.4,10.0,6.63,0.513,154.0,25.3,162.1,4716.01
AGR_Cen_2019_00137,Central_Zone,JH_Plateau,2019,Kharif,Pulses,22.96,35.2,686.6,65.61,10.19,7.41,0.49,117.9,28.5,202.9,2225.74
AGR_Cen_2022_00138,Central_Zone,CG_Plains,2022,Kharif,Rice,23.94,34.4,,66.24,16.04,6.75,0.333,97.5,9.3,180.9,4626.41
AGR_Cen_2021_00139,Central_Zone,JH_Plateau,2021,Zaid,Rice,22.96,33.37,129.22,57.92,16.14,7.77,0.547,165.2,15.3,178.6,4453.23
AGR_Cen_2023_00140,Central_Zone,JH_Plateau,2023,Kharif,Rice,23.48,35.24,745.06,70.21,10.0,6.85,0.264,165.9,25.2,113.7,4816.62
AGR_Cen_2018_00141,Central_Zone,UP_Bundelkhand,2018,Kharif,Cotton,25.29,33.48,783.81,69.89,10.17,6.86,0.537,277.8,18.2,216.4,3189.35
AGR_Cen_2020_00142,Central_Zone,UP_Bundelkhand,2020,Kharif,Wheat,24.07,36.05,849.5,87.83,14.34,8.05,0.903,198.4,18.9,168.8,5125.25
AGR_Cen_2019_00143,Central_Zone,MP_Narmada,2019,Kharif,Pulses,23.04,30.42,861.9,62.54,11.17,7.28,0.528,214.8,19.9,170.5,2044.18
AGR_Cen_2023_00144,Central_Zone,CG_Plains,2023,Kharif,Rice,24.54,36.1,767.91,81.57,10.68,5.62,0.731,138.0,19.0,142.8,4991.95
AGR_Cen_2018_00145,Central_Zone,JH_Plateau,2018,Kharif,Maize,,35.99,613.69,65.98,12.88,6.99,0.263,189.2,21.1,184.8,3909.33
AGR_Cen_2020_00146,Central_Zone,JH_Plateau,2020,Kharif,Wheat,24.04,31.34,918.93,95.0,10.0,6.98,0.792,133.6,23.3,240.4,4388.75
AGR_Cen_2020_00147,Central_Zone,CG_Plains,2020,Rabi,Rice,17.48,25.95,144.24,,13.95,6.53,0.53,193.6,23.0,211.6,4261.74
AGR_Cen_2021_00148,Central_Zone,CG_Plains,2021,Kharif,Maize,24.38,38.18,1102.59,86.93,10.0,6.73,0.453,232.9,18.6,261.8,3958.59
AGR_Cen_2018_00149,Central_Zone,JH_Plateau,2018,Rabi,Soybean,22.32,33.58,254.89,70.42,10.0,6.33,0.588,218.9,30.6,171.8,2942.06
AGR_Cen_2018_00150,Central_Zone,JH_Plateau,2018,Kharif,Pulses,24.55,33.94,949.42,71.66,10.0,7.06,0.689,206.9,18.6,247.8,2472.69
AGR_Cen_2018_00151,Central_Zone,JH_Plateau,2018,Rabi,Pulses,21.13,30.56,228.0,47.41,14.79,5.71,0.525,198.6,24.7,151.4,1791.58
AGR_Cen_2019_00152,Central_Zone,UP_Bundelkhand,2019,Kharif,Cotton,24.49,33.88,1069.39,84.41,10.0,6.9,0.618,215.2,34.7,184.1,2797.38
AGR_Cen_2020_00153,Central_Zone,MP_Narmada,2020,Rabi,Cotton,19.73,31.33,260.21,45.5,14.87,7.32,0.646,161.4,16.9,297.5,2462.96
AGR_Cen_2022_00154,Central_Zone,JH_Plateau,2022,Kharif,Maize,24.2,31.24,573.45,62.39,10.0,7.52,0.697,110.8,23.6,113.9,4112.05
AGR_Cen_2020_00155,Central_Zone,CG_Plains,2020,Kharif,Cotton,24.29,34.75,1041.41,84.08,10.0,6.82,0.707,202.8,30.3,226.8,3439.64
AGR_Cen_2021_00156,Central_Zone,UP_Bundelkhand,2021,Kharif,Cotton,23.91,34.02,,95.0,10.0,7.1,0.408,220.2,20.5,231.6,3077.32
AGR_Cen_2020_00157,Central_Zone,CG_Plains,2020,Kharif,Rice,26.42,38.75,806.83,81.54,13.75,7.54,0.698,145.4,27.7,245.4,4950.44
AGR_Cen_2018_00158,Central_Zone,MP_Narmada,2018,Rabi,Soybean,16.66,26.43,140.53,62.94,11.25,6.51,0.459,205.9,17.2,210.4,2227.33
