Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha
AGR_Sou_2018_00037,South_Zone,TN_Delta,2018,Rabi,Pulses,22.7,30.37,292.46,69.01,10.62,6.9,0.396,190.0,18.1,200.6,1885.05
AGR_Sou_2023_00038,South_Zone,TN_Delta,2023,Kharif,Maize,22.89,35.86,933.5,,12.7,6.08,0.633,154.5,28.5,182.5,4079.34
AGR_Sou_2018_00039,South_Zone,Karnataka_Deccan,2018,Kharif,Maize,25.18,37.2,1300.86,95.0,10.0,6.8,0.552,181.9,21.9,110.0,4320.91
AGR_Sou_2023_00040,South_Zone,TN_Delta,2023,Rabi,Soybean,19.59,30.31,126.3,34.44,16.06,7.17,0.352,169.7,30.6,211.1,2260.71
AGR_Sou_2020_00041,South_Zone,Kerala_Highland,2020,Kharif,Rice,27.05,38.16,913.28,63.24,11.27,7.41,0.298,174.0,23.2,160.7,4616.57
AGR_Sou_2018_00042,South_Zone,AP_Coastal,2018,Rabi,Wheat,22.76,31.71,261.32,43.09,16.28,7.25,0.788,165.1,19.5,174.6,4444.54
AGR_Sou_2023_00043,South_Zone,AP_Coastal,2023,Kharif,Maize,24.95,37.26,,91.7,11.57,7.85,0.495,218.2,22.6,217.1,4084.44
AGR_Sou_2018_00044,South_Zone,TN_Delta,2018,Rabi,Maize,20.44,30.26,141.83,46.51,12.29,6.47,0.851,159.2,30.7,176.2,3581.11
AGR_Sou_2019_00045,South_Zone,Kerala_Highland,2019,Kharif,Pulses,26.66,39.57,1507.5,90.97,10.0,7.73,0.798,167.5,23.7,197.0,2294.95
AGR_Sou_2019_00046,South_Zone,Kerala_Highland,2019,Rabi,Rice,24.61,32.85,221.34,61.93,15.56,7.63,0.385,173.3,13.8,127.2,4757.35
AGR_Sou_2022_00047,South_Zone,Kerala_Highland,2022,Kharif,Maize,24.8,37.14,1430.43,95.0,10.0,7.27,0.754,188.1,20.5,209.5,4309.46
AGR_Sou_2023_00048,South_Zone,AP_Coastal,2023,Kharif,Cotton,25.53,33.14,783.84,63.71,12.64,6.26,0.525,226.1,22.9,244.0,3006.32
AGR_Sou_2022_00049,South_Zone,Karnataka_Deccan,2022,Kharif,Soybean,27.14,34.85,1035.19,83.54,10.0,6.33,0.571,251.2,10.9,189.5,3705.25
AGR_Sou_2018_00050,South_Zone,TN_Delta,2018,Kharif,Wheat,27.2,,1213.47,89.0,10.0,6.02,0.811,164.6,25.3,241.2,4698.93
AGR_Sou_2019_00051,South_Zone,AP_Coastal,2019,Rabi,Soybean,23.61,32.1,154.78,72.35,12.07,6.75,0.359,185.7,28.1,201.9,2631.55
AGR_Sou_2018_00052,South_Zone,Kerala_Highland,2018,Rabi,Cotton,,30.82,236.46,61.87,12.2,7.1,0.593,203.5,22.5,197.5,2838.23
AGR_Sou_2023_00053,South_Zone,Karnataka_Deccan,2023,Rabi,Rice,20.64,28.52,362.91,41.82,15.38,6.38,0.552,194.9,20.7,157.4,5118.6
AGR_Sou_2023_00054,South_Zone,TN_Delta,2023,Kharif,Rice,,32.36,1530.24,92.24,11.19,6.35,0.691,215.2,16.7,226.9,5270.69
AGR_Sou_2021_00055,South_Zone,Karnataka_Deccan,2021,Kharif,Pulses,26.3,38.75,1590.45,95.0,11.02,7.53,0.561,170.9,24.8,265.6,2204.51
AGR_Sou_2018_00056,South_Zone,Karnataka_Deccan,2018,Rabi,Pulses,,34.41,266.22,54.86,12.18,6.11,0.68,219.9,31.1,189.8,2235.29
AGR_Sou_2018_00057,South_Zone,TN_Delta,2018,Rabi,Pulses,19.62,30.9,284.34,78.39,14.58,7.79,0.476,162.8,12.5,222.9,1820.96
AGR_Sou_2019_00058,South_Zone,AP_Coastal,2019,Kharif,Soybean,,38.21,1307.38,95.0,10.0,5.58,0.661,174.6,16.4,229.7,3558.1
AGR_Sou_2018_00059,South_Zone,AP_Coastal,2018,Kharif,Pulses,24.3,35.63,525.8,74.38,12.3,6.36,0.709,174.1,26.9,166.4,2391.73
AGR_Sou_2022_00060,South_Zone,Kerala_Highland,2022,Kharif,Cotton,26.69,40.68,593.36,86.1,10.0,7.14,0.335,176.1,20.9,204.5,2716.51
AGR_Sou_2023_00061,South_Zone,AP_Coastal,2023,Rabi,Wheat,20.88,28.38,277.98,52.67,14.24,6.19,0.366,152.5,27.3,225.3,3534.56
AGR_Sou_2020_00062,South_Zone,Kerala_Highland,2020,Kharif,Soybean,,39.51,1222.76,86.16,10.0,6.64,0.807,170.5,20.4,247.0,3154.1
AGR_Sou_2020_00063,South_Zone,TN_Delta,2020,Rabi,Cotton,22.43,30.03,142.3,56.97,10.0,6.57,0.499,189.7,25.4,242.6,2177.57
AGR_Sou_2021_00064,South_Zone,TN_Delta,2021,Kharif,Soybean,,38.38,1679.79,95.0,10.0,6.02,0.666,182.6,25.0,247.5,3056.23
AGR_Sou_2023_00065,South_Zone,Karnataka_Deccan,2023,Zaid,Wheat,25.9,35.39,103.95,60.33,12.66,6.62,0.54,189.5,27.7,181.2,4089.74
AGR_Sou_2021_00066,South_Zone,AP_Coastal,2021,Kharif,Pulses,26.3,35.27,1420.02,95.0,10.0,7.16,0.679,230.3,25.6,211.7,2752.04
AGR_Sou_2018_00067,South_Zone,Kerala_Highland,2018,Rabi,Wheat,21.73,31.38,253.71,41.28,13.43,7.62,0.678,210.4,16.8,223.6,4746.83
AGR_Sou_2020_00068,South_Zone,Karnataka_Deccan,2020,Zaid,Rice,27.49,36.02,171.1,56.13,11.62,6.8,0.667,109.1,18.0,266.8,4527.04
AGR_Sou_2020_00069,South_Zone,Kerala_Highland,2020,Zaid,Cotton,29.57,39.72,82.28,56.35,12.88,6.31,0.458,158.4,21.4,259.7,2116.89
AGR_Sou_2022_00070,South_Zone,TN_Delta,2022,Zaid,Pulses,27.36,37.21,103.75,49.65,10.53,5.88,0.475,150.7,33.5,273.2,1396.57
AGR_Sou_2023_00071,South_Zone,TN_Delta,2023,Rabi,Rice,21.63,31.12,296.53,,15.73,6.52,0.57,197.1,18.4,188.2,4855.96
AGR_Sou_2022_00072,South_Zone,TN_Delta,2022,Kharif,Rice,23.76,35.83,1508.69,92.84,10.0,6.71,0.488,173.9,16.8,245.3,4821.5
AGR_Sou_2019_00073,South_Zone,Kerala_Highland,2019,Zaid,Maize,29.57,39.59,69.01,55.83,14.92,6.53,0.699,163.5,25.7,220.7,3525.41
AGR_Sou_2023_00074,South_Zone,Kerala_Highland,2023,Zaid,Rice,29.86,39.67,,47.0,12.4,7.17,0.435,229.4,8.0,265.6,4634.18
AGR_Sou_2020_00075,South_Zone,TN_Delta,2020,Kharif,Soybean,24.7,38.34,1283.26,85.91,10.0,7.04,0.483,157.0,22.6,211.4,2911.74
AGR_Sou_2019_00076,South_Zone,AP_Coastal,2019,Zaid,Rice,28.54,40.92,78.72,,10.0,6.02,0.518,151.9,17.3,127.5,3698.11
AGR_Sou_2019_00077,South_Zone,Kerala_Highland,2019,Zaid,Wheat,28.35,35.87,128.42,62.21,11.58,6.77,0.833,181.6,13.2,213.6,4322.27
AGR_Sou_2020_00078,South_Zone,TN_Delta,2020,Rabi,Cotton,21.6,31.9,226.83,65.98,10.0,6.55,0.608,232.1,18.8,192.0,2453.24
AGR_Sou_2019_00079,South_Zone,AP_Coastal,2019,Zaid,Maize,27.19,35.43,85.78,50.02,10.0,6.7,0.298,209.3,9.7,131.9,3107.77
AGR_Sou_2022_00080,South_Zone,AP_Coastal,2022,Kharif,Pulses,26.08,39.24,958.9,81.67,10.0,7.66,0.433,165.8,22.0,234.2,2032.82
AGR_Sou_2019_00081,South_Zone,Karnataka_Deccan,2019,Rabi,Rice,25.25,36.71,179.09,,13.1,8.45,0.638,239.0,21.9,237.5,5084.72
AGR_Sou_2019_00082,South_Zone,Karnataka_Deccan,2019,Rabi,Maize,24.85,37.37,290.78,52.0,14.76,6.77,0.611,147.7,23.2,252.5,3677.22
AGR_Sou_2022_00083,South_Zone,TN_Delta,2022,Rabi,Maize,23.66,36.68,196.9,62.68,10.0,6.88,0.701,174.4,30.1,239.2,3851.7
AGR_Sou_2020_00084,South_Zone,Kerala_Highland,2020,Rabi,Cotton,20.07,30.77,371.28,59.19,14.5,7.03,0.334,186.0,24.3,219.2,2605.42
AGR_Sou_2019_00085,South_Zone,AP_Coastal,2019,Kharif,Rice,28.56,42.3,,82.34,10.69,7.09,0.761,172.3,15.9,200.1,5191.46
AGR_Sou_2022_00086,South_Zone,Kerala_Highland,2022,Rabi,Rice,23.54,32.04,203.28,43.16,14.04,6.91,0.57,147.6,23.4,203.6,4530.45
AGR_Sou_2021_00087,South_Zone,AP_Coastal,2021,Kharif,Soybean,24.09,,,89.05,10.0,6.58,0.384,180.3,22.2,223.8,3153.25
AGR_Sou_2019_00088,South_Zone,Kerala_Highland,2019,Rabi,Wheat,21.08,33.4,237.19,56.21,12.96,7.64,0.476,189.5,12.3,246.6,4179.94
AGR_Sou_2020_00089,South_Zone,Karnataka_Deccan,2020,Zaid,Soybean,30.55,40.76,88.22,60.03,12.1,7.13,0.995,145.0,17.3,188.1,2258.85
AGR_Sou_2019_00090,South_Zone,Kerala_Highland,2019,Rabi,Maize,23.54,33.88,222.62,71.88,12.29,6.63,0.698,268.1,22.5,253.2,4187.61
AGR_Sou_2019_00091,South_Zone,Kerala_Highland,2019,Zaid,Rice,29.54,41.25,156.32,48.98,13.51,7.6,0.688,145.4,22.5,246.7,4026.56
AGR_Sou_2019_00092,South_Zone,AP_Coastal,2019,Rabi,Cotton,23.34,34.56,208.03,70.86,11.27,5.72,0.579,187.4,15.0,125.0,2356.88
AGR_Sou_2020_00093,South_Zone,Karnataka_Deccan,2020,Rabi,Cotton,20.61,34.34,281.15,51.07,12.89,6.78,0.211,120.6,8.3,210.7,2435.58
AGR_Sou_2022_00094,South_Zone,TN_Delta,2022,Rabi,Pulses,18.96,31.4,253.05,,10.56,6.81,0.486,160.4,14.1,110.0,1639.79
AGR_Sou_2022_00095,South_Zone,Karnataka_Deccan,2022,Kharif,Soybean,,34.61,1050.24,80.5,10.0,5.87,0.811,196.1,21.9,250.0,3476.18
AGR_Sou_2020_00096,South_Zone,AP_Coastal,2020,Kharif,Wheat,24.6,36.2,1198.11,95.0,10.0,7.29,0.468,237.5,36.5,265.4,4832.6
AGR_Sou_2022_00097,South_Zone,Kerala_Highland,2022,Rabi,Wheat,,34.1,371.4,58.15,10.0,5.39,0.583,223.8,22.7,228.8,4631.29
AGR_Sou_2018_00098,South_Zone,TN_Delta,2018,Rabi,Maize,22.21,35.78,167.45,66.43,12.33,6.6,0.56,132.0,12.3,190.1,3517.43
AGR_Sou_2018_00099,South_Zone,Kerala_Highland,2018,Kharif,Wheat,23.49,31.36,1174.17,79.15,10.0,6.85,0.487,195.5,17.0,266.6,4578.74
AGR_Sou_2021_00100,South_Zone,TN_Delta,2021,Rabi,Soybean,22.8,31.18,112.34,63.82,10.0,6.41,0.572,149.0,16.6,186.0,2220.71
AGR_Sou_2023_00101,South_Zone,Karnataka_Deccan,2023,Kharif,Maize,,,,95.0,10.0,6.71,0.367,176.7,24.0,180.3,3514.17
AGR_Sou_2020_00102,South_Zone,Karnataka_Deccan,2020,Rabi,Pulses,22.35,36.1,222.39,48.18,13.22,6.17,0.765,138.8,30.1,171.8,1993.8
AGR_Sou_2018_00103,South_Zone,TN_Delta,2018,Rabi,Soybean,,32.46,183.94,38.86,12.54,7.04,0.91,169.3,26.9,240.5,2594.37
AGR_Sou_2018_00104,South_Zone,AP_Coastal,2018,Kharif,Cotton,28.18,,1768.83,95.0,10.0,6.94,0.718,184.7,16.5,189.2,2808.71
AGR_Sou_2019_00105,South_Zone,AP_Coastal,2019,Rabi,Rice,23.15,35.49,320.79,63.43,11.05,7.22,0.538,184.8,16.1,307.3,4742.72
AGR_Sou_2020_00106,South_Zone,TN_Delta,2020,Kharif,Maize,26.03,36.94,1228.81,73.53,10.0,6.13,0.548,150.6,25.7,197.2,4130.8
AGR_Sou_2019_00107,South_Zone,Karnataka_Deccan,2019,Rabi,Soybean,21.21,28.38,140.38,61.97,10.4,7.49,0.714,236.0,19.0,135.2,2821.35
AGR_Sou_2019_00108,South_Zone,Karnataka_Deccan,2019,Kharif,Pulses,26.44,36.35,1269.36,88.08,12.6,7.36,0.729,197.0,26.4,183.2,2235.79
AGR_Sou_2021_00109,South_Zone,AP_Coastal,2021,Kharif,Rice,24.76,33.14,,71.7,11.19,6.89,0.546,197.4,24.4,193.2,5362.44
AGR_Sou_2018_00110,South_Zone,Karnataka_Deccan,2018,Rabi,Cotton,23.77,35.89,136.2,60.75,10.0,6.79,0.575,199.6,20.8,274.7,2487.36
AGR_Sou_2019_00111,South_Zone,TN_Delta,2019,Kharif,Pulses,26.88,35.92,1553.77,95.0,10.0,6.29,0.35,169.2,20.4,195.6,2134.56
AGR_Sou_2023_00112,South_Zone,Karnataka_Deccan,2023,Rabi,Soybean,25.3,35.89,163.08,55.02,13.13,7.42,0.337,205.0,19.4,196.4,2725.7
AGR_Sou_2021_00113,South_Zone,TN_Delta,2021,Kharif,Cotton,25.26,32.58,1553.87,95.0,10.29,6.98,0.587,171.6,28.3,193.5,3043.9
AGR_Sou_2018_00114,South_Zone,Kerala_Highland,2018,Kharif,Pulses,27.61,40.48,558.27,42.96,13.68,6.4,0.767,156.9,23.9,223.8,2022.54
AGR_Sou_2018_00115,South_Zone,Kerala_Highland,2018,Zaid,Cotton,,36.8,,55.54,11.89,7.94,0.728,134.7,11.0,283.0,2314.81
AGR_Sou_2019_00116,South_Zone,TN_Delta,2019,Rabi,Soybean,23.75,34.03,150.84,67.8,10.0,7.23,0.789,121.3,20.4,185.8,2724.85
AGR_Sou_2020_00117,South_Zone,Kerala_Highland,2020,Rabi,Maize,21.67,31.86,99.63,61.99,11.69,6.92,0.574,223.6,36.4,260.2,3186.89
AGR_Sou_2020_00118,South_Zone,Karnataka_Deccan,2020,Rabi,Wheat,21.4,33.11,192.73,78.41,13.28,8.04,0.994,157.8,16.7,301.2,4324.99
AGR_Sou_2021_00119,South_Zone,Kerala_Highland,2021,Kharif,Soybean,26.04,39.43,1163.3,95.0,12.41,5.85,0.579,176.0,17.0,229.8,3498.6
AGR_Sou_2022_00120,South_Zone,AP_Coastal,2022,Kharif,Cotton,23.36,33.4,522.03,69.1,11.99,6.3,0.687,166.5,21.1,151.3,3200.22
AGR_Sou_2019_00121,South_Zone,AP_Coastal,2019,Kharif,Cotton,28.27,39.25,1463.94,91.86,10.0,6.82,0.722,177.4,28.8,221.7,3134.57
AGR_Sou_2021_00122,South_Zone,AP_Coastal,2021,Rabi,Maize,21.65,29.66,158.64,55.33,15.01,6.18,0.664,199.5,21.9,187.6,3425.95
AGR_Sou_2023_00123,South_Zone,Kerala_Highland,2023,Kharif,Soybean,26.79,33.86,543.56,63.28,14.95,6.91,0.812,193.1,28.7,248.3,3633.07
AGR_Sou_2019_00124,South_Zone,Kerala_Highland,2019,Kharif,Soybean,26.2,36.26,1031.15,94.46,10.0,7.23,0.707,137.0,22.3,234.5,3194.5
AGR_Sou_2022_00125,South_Zone,AP_Coastal,2022,Rabi,Cotton,19.69,31.18,256.33,56.64,13.96,6.61,0.35,90.0,16.3,190.5,2160.06
AGR_Sou_2022_00126,South_Zone,TN_Delta,2022,Kharif,Cotton,28.13,38.8,1008.71,88.74,14.24,6.45,0.695,127.5,11.4,201.8,3014.56
AGR_Sou_2019_00127,South_Zone,TN_Delta,2019,Rabi,Pulses,23.17,35.19,,54.77,14.13,5.88,0.236,131.9,38.9,303.5,1200.13
AGR_Sou_2022_00128,South_Zone,TN_Delta,2022,Zaid,Cotton,29.16,36.75,44.83,50.73,15.71,6.58,0.44,203.0,16.1,174.4,2064.06
AGR_Sou_2018_00129,South_Zone,TN_Delta,2018,Rabi,Pulses,21.84,30.33,218.38,56.3,11.52,6.35,0.552,191.5,31.5,242.8,1623.82
AGR_Sou_2021_00130,South_Zone,Kerala_Highland,2021,Zaid,Rice,,,,62.55,10.0,6.97,0.763,197.9,21.5,327.4,5013.83
AGR_Sou_2022_00131,South_Zone,AP_Coastal,2022,Rabi,Cotton,22.02,31.32,232.82,53.52,12.9,6.99,0.464,192.1,19.0,216.2,2371.57
AGR_Sou_2022_00132,South_Zone,Kerala_Highland,2022,Kharif,Maize,27.79,38.71,735.21,65.16,10.61,7.18,0.565,160.4,28.2,110.0,4171.04
AGR_Sou_2023_00133,South_Zone,AP_Coastal,2023,Rabi,Maize,22.34,36.18,321.14,62.21,11.59,6.92,0.306,104.2,17.5,256.5,3425.65
AGR_Sou_2020_00134,South_Zone,AP_Coastal,2020,Kharif,Rice,24.58,37.32,1424.68,,10.0,6.56,0.437,160.0,21.1,260.6,4726.49
AGR_Sou_2021_00135,South_Zone,Kerala_Highland,2021,Kharif,Rice,26.53,35.44,1037.17,69.82,11.4,7.75,0.678,197.3,24.4,138.0,5181.82
AGR_Sou_2021_00136,South_Zone,Karnataka_Deccan,2021,Kharif,Pulses,24.68,31.76,1500.88,92.1,10.71,6.78,0.795,197.4,22.8,223.5,2451.14
AGR_Sou_2019_00137,South_Zone,AP_Coastal,2019,Kharif,Wheat,28.01,41.19,1563.44,95.0,10.0,7.39,0.398,148.1,26.2,251.8,3929.87
AGR_Sou_2023_00138,South_Zone,AP_Coastal,2023,Rabi,Rice,23.2,34.71,336.53,89.79,11.97,6.53,0.745,148.5,27.5,286.6,4842.71
AGR_Sou_2019_00139,South_Zone,Kerala_Highland,2019,Kharif,Soybean,,36.46,761.19,75.06,14.97,7.42,0.608,194.0,23.7,144.5,3313.94
AGR_Sou_2018_00140,South_Zone,Kerala_Highland,2018,Rabi,Wheat,23.75,34.61,285.65,59.28,11.55,7.3,0.767,222.7,21.3,234.1,5090.01
AGR_Sou_2020_00141,South_Zone,Kerala_Highland,2020,Rabi,Wheat,21.73,35.16,209.9,48.73,16.43,6.45,0.428,253.5,24.4,187.0,4677.8
AGR_Sou_2022_00142,South_Zone,Kerala_Highland,2022,Kharif,Soybean,27.5,37.21,768.17,83.23,10.0,5.84,0.85,182.0,32.8,213.1,3630.78
AGR_Sou_2020_00143,South_Zone,Kerala_Highland,2020,Zaid,Cotton,26.98,38.55,51.19,63.36,10.92,6.06,0.836,155.8,28.0,258.6,2406.85
AGR_Sou_2022_00144,South_Zone,TN_Delta,2022,Rabi,Cotton,21.68,34.52,122.4,50.13,10.11,6.31,0.475,222.9,19.6,231.7,2134.76
AGR_Sou_2021_00145,South_Zone,AP_Coastal,2021,Zaid,Pulses,27.2,37.12,131.62,58.2,15.6,5.77,0.311,194.2,23.6,188.7,1480.33
AGR_Sou_2019_00146,South_Zone,Karnataka_Deccan,2019,Kharif,Soybean,23.12,33.16,762.63,66.5,11.2,6.65,0.525,168.6,19.0,208.4,3131.49
AGR_Sou_2019_00147,South_Zone,TN_Delta,2019,Zaid,Pulses,27.6,39.51,112.57,59.11,12.89,7.51,0.618,182.2,26.8,246.8,1983.62
AGR_Sou_2018_00148,South_Zone,TN_Delta,2018,Rabi,Wheat,,29.33,337.86,75.95,10.33,7.17,1.03,164.1,27.1,201.6,4844.43
AGR_Sou_2021_00149,South_Zone,Karnataka_Deccan,2021,Rabi,Pulses,,36.11,153.04,,10.11,7.55,0.605,184.7,24.4,254.6,1435.19
AGR_Sou_2023_00150,South_Zone,TN_Delta,2023,Rabi,Pulses,19.1,29.45,323.39,70.94,10.0,7.53,0.499,173.1,19.7,138.2,1615.5
AGR_Sou_2023_00151,South_Zone,Kerala_Highland,2023,Kharif,Rice,25.22,36.59,1286.19,78.41,10.09,7.64,0.766,130.4,25.5,221.4,5026.49
AGR_Sou_2023_00152,South_Zone,AP_Coastal,2023,Kharif,Maize,27.27,41.15,1082.08,91.3,10.0,7.79,0.71,173.3,24.9,195.7,3934.52
AGR_Sou_2020_00153,South_Zone,Karnataka_Deccan,2020,Kharif,Rice,26.55,38.9,1105.96,83.45,10.0,6.01,0.403,159.4,29.3,350.0,4581.65
AGR_Sou_2020_00154,South_Zone,AP_Coastal,2020,Rabi,Soybean,23.33,36.47,295.87,57.97,10.77,7.11,0.676,199.9,12.6,225.3,3002.8
AGR_Sou_2023_00155,South_Zone,Kerala_Highland,2023,Rabi,Rice,23.99,35.53,314.65,81.28,11.62,5.26,0.7,115.0,8.9,222.4,4779.22
AGR_Sou_2020_00156,South_Zone,TN_Delta,2020,Rabi,Cotton,,32.22,186.71,66.97,11.87,6.53,0.634,154.3,21.4,142.0,2353.51
AGR_Sou_2022_00157,South_Zone,TN_Delta,2022,Zaid,Wheat,24.92,33.22,121.49,49.2,11.83,7.81,0.57,227.3,19.1,194.5,4225.5
AGR_Sou_2020_00158,South_Zone,Karnataka_Deccan,2020,Rabi,Soybean,24.28,31.78,313.37,70.21,10.0,6.72,0.534,179.3,8.7,178.3,2650.24
AGR_Sou_2021_00159,South_Zone,TN_Delta,2021,Rabi,Soybean,24.46,37.43,320.96,50.65,14.32,7.39,0.316,196.4,29.9,180.8,2962.09
AGR_Sou_2018_00160,South_Zone,AP_Coastal,2018,Zaid,Cotton,29.54,39.34,157.22,53.75,14.45,5.95,0.549,225.6,12.6,312.4,2482.74
