Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha
AGR_Wes_2023_00013,West_Zone,GJ_Saurashtra,2023,Rabi,Pulses,19.51,31.17,157.49,51.89,11.54,6.59,0.437,140.3,16.5,213.1,1230.45
AGR_Wes_2018_00014,West_Zone,MH_Vidarbha,2018,Rabi,Maize,20.42,34.01,69.73,58.81,11.98,6.7,0.877,225.7,20.4,200.9,3909.82
AGR_Wes_2020_00015,West_Zone,MH_Vidarbha,2020,Rabi,Wheat,19.63,28.3,168.73,50.48,13.44,7.18,0.495,168.9,8.7,228.3,3917.34
AGR_Wes_2019_00016,West_Zone,GJ_Saurashtra,2019,Kharif,Pulses,27.31,37.43,997.49,82.36,10.0,7.01,0.817,186.0,18.0,180.9,2413.34
AGR_Wes_2018_00017,West_Zone,MH_Vidarbha,2018,Kharif,Soybean,27.81,36.97,,85.95,10.0,7.2,0.435,191.6,26.6,234.3,3413.55
AGR_Wes_2022_00018,West_Zone,MH_Vidarbha,2022,Rabi,Rice,21.15,32.79,189.56,55.69,12.74,6.39,0.527,254.6,25.6,184.1,5207.74
AGR_Wes_2023_00019,West_Zone,MH_Marathwada,2023,Kharif,Cotton,26.19,38.82,518.94,75.1,11.78,7.25,0.669,200.4,31.8,199.3,3339.05
AGR_Wes_2023_00020,West_Zone,GJ_Saurashtra,2023,Kharif,Pulses,24.67,33.87,484.31,59.88,10.55,6.58,0.75,211.9,23.5,257.2,2466.74
AGR_Wes_2023_00021,West_Zone,GJ_Saurashtra,2023,Kharif,Pulses,26.42,36.82,933.49,74.33,10.0,6.99,0.444,184.7,30.5,263.6,2221.85
AGR_Wes_2023_00022,West_Zone,MH_Vidarbha,2023,Rabi,Rice,21.21,30.05,226.59,60.84,12.59,7.22,0.411,128.7,23.7,256.1,3912.95
AGR_Wes_2023_00023,West_Zone,MH_Vidarbha,2023,Kharif,Wheat,26.71,38.95,,65.46,10.45,7.12,0.67,157.7,12.3,249.8,4145.97
AGR_Wes_2020_00024,West_Zone,MH_Marathwada,2020,Rabi,Wheat,21.49,33.9,87.33,59.47,13.07,5.88,0.674,178.8,19.1,293.8,3501.28
AGR_Wes_2019_00025,West_Zone,GJ_Saurashtra,2019,Rabi,Rice,21.92,30.72,130.54,58.95,11.17,7.39,0.572,206.1,11.7,249.5,4407.46
AGR_Wes_2018_00026,West_Zone,MH_Vidarbha,2018,Kharif,Pulses,23.23,31.55,967.29,95.0,11.35,7.98,0.553,254.2,25.9,213.6,2402.4
AGR_Wes_2021_00027,West_Zone,MP_Malwa,2021,Zaid,Cotton,,37.49,82.83,62.49,10.0,6.61,0.453,144.6,35.7,110.0,1948.55
AGR_Wes_2021_00028,West_Zone,MH_Vidarbha,2021,Rabi,Cotton,20.94,28.29,95.15,61.36,12.36,6.32,0.2,111.8,20.1,261.6,1707.35
AGR_Wes_2018_00029,West_Zone,MH_Marathwada,2018,Rabi,Maize,20.69,31.74,121.09,60.26,13.5,6.63,0.807,142.1,23.2,180.4,3379.43
AGR_Wes_2018_00030,West_Zone,GJ_Saurashtra,2018,Kharif,Cotton,24.22,37.75,755.96,79.34,10.37,7.75,0.783,171.6,20.1,138.6,3034.76
AGR_Wes_2020_00031,West_Zone,GJ_Saurashtra,2020,Kharif,Cotton,22.77,,236.46,,10.07,7.07,0.604,166.4,22.5,257.5,2656.09
AGR_Wes_2023_00032,West_Zone,MH_Marathwada,2023,Rabi,Maize,22.19,35.2,141.84,,11.37,8.0,0.625,134.5,28.7,186.2,3451.12
AGR_Wes_2020_00033,West_Zone,MH_Vidarbha,2020,Rabi,Maize,19.18,29.96,,47.87,11.83,7.1,0.554,193.1,29.0,245.2,3056.09
AGR_Wes_2021_00034,West_Zone,MP_Malwa,2021,Rabi,Pulses,19.81,29.09,125.67,60.77,10.22,6.75,0.634,220.0,15.9,181.5,1791.22
AGR_Wes_2019_00035,West_Zone,MP_Malwa,2019,Rabi,Soybean,20.59,33.4,147.64,62.09,10.0,6.29,0.594,219.6,16.5,226.4,2881.78
AGR_Wes_2018_00036,West_Zone,GJ_Saurashtra,2018,Zaid,Pulses,25.76,37.66,71.99,,13.95,6.08,0.753,257.7,23.3,144.6,1616.74
AGR_Wes_2021_00037,West_Zone,MH_Vidarbha,2021,Kharif,Wheat,26.28,34.52,440.52,71.41,10.0,6.43,0.606,119.4,24.7,168.9,4360.15
AGR_Wes_2020_00038,West_Zone,MP_Malwa,2020,Kharif,Maize,28.18,37.37,682.9,85.92,10.0,6.94,0.671,193.7,16.6,217.1,4369.63
AGR_Wes_2021_00039,West_Zone,GJ_Saurashtra,2021,Rabi,Maize,21.09,29.08,186.41,80.32,10.0,6.18,0.876,180.4,9.5,233.1,3437.04
AGR_Wes_2022_00040,West_Zone,MH_Vidarbha,2022,Rabi,Soybean,21.12,28.44,126.08,,10.62,7.08,0.625,207.2,28.8,165.7,2538.24
AGR_Wes_2021_00041,West_Zone,MH_Marathwada,2021,Zaid,Wheat,,35.6,36.42,39.54,14.42,7.11,0.869,231.5,18.4,178.0,4437.63
AGR_Wes_2023_00042,West_Zone,MH_Marathwada,2023,Rabi,Maize,23.8,35.43,138.17,40.84,13.33,7.26,0.82,178.1,17.3,246.1,3758.44
AGR_Wes_2022_00043,West_Zone,MH_Vidarbha,2022,Kharif,Pulses,24.77,35.88,342.14,33.37,14.26,7.56,0.607,147.2,44.9,176.0,2101.95
AGR_Wes_2021_00044,West_Zone,GJ_Saurashtra,2021,Rabi,Soybean,20.02,30.44,177.34,46.38,13.0,6.89,0.42,135.0,41.3,186.3,2276.32
AGR_Wes_2018_00045,West_Zone,MP_Malwa,2018,Zaid,Maize,24.96,33.91,84.59,54.33,13.23,7.25,0.527,217.4,19.0,219.6,3679.3
AGR_Wes_2020_00046,West_Zone,GJ_Saurashtra,2020,Kharif,Rice,21.19,32.18,574.21,54.03,15.34,7.03,0.941,162.6,19.9,240.4,5273.46
AGR_Wes_2020_00047,West_Zone,MH_Vidarbha,2020,Kharif,Pulses,24.36,37.48,1059.26,92.83,10.26,6.34,0.74,190.9,16.9,291.4,2426.33
AGR_Wes_2019_00048,West_Zone,MH_Marathwada,2019,Kharif,Soybean,26.55,36.39,1047.57,91.23,10.07,6.97,0.612,101.8,25.5,215.1,2831.6
AGR_Wes_2021_00049,West_Zone,MH_Vidarbha,2021,Rabi,Wheat,20.72,28.15,49.43,48.33,13.81,6.03,0.433,183.3,26.3,198.0,3408.69
AGR_Wes_2022_00050,West_Zone,MH_Vidarbha,2022,Kharif,Maize,,33.51,930.8,71.46,10.0,6.13,0.289,199.7,14.6,165.2,3799.83
AGR_Wes_2022_00051,West_Zone,MH_Marathwada,2022,Rabi,Wheat,21.82,30.2,160.84,67.46,13.22,7.16,0.569,210.2,13.8,240.8,3997.14
AGR_Wes_2019_00052,West_Zone,MP_Malwa,2019,Kharif,Maize,26.16,36.1,784.41,66.75,12.49,7.13,0.548,197.2,21.8,288.7,4304.97
AGR_Wes_2021_00053,West_Zone,MH_Vidarbha,2021,Kharif,Soybean,23.25,34.02,713.86,58.82,14.18,6.41,0.602,235.4,22.2,283.3,3326.8
AGR_Wes_2022_00054,West_Zone,MH_Vidarbha,2022,Rabi,Soybean,18.15,29.87,141.29,58.26,10.54,6.7,0.822,193.5,20.2,177.1,2896.71
AGR_Wes_2018_00055,West_Zone,MH_Marathwada,2018,Kharif,Wheat,25.78,35.54,672.17,74.6,10.0,7.72,0.624,186.8,23.5,265.1,4883.8
AGR_Wes_2020_00056,West_Zone,MH_Vidarbha,2020,Zaid,Soybean,27.03,35.64,86.98,51.38,13.34,6.54,0.576,203.6,27.4,199.4,2414.12
AGR_Wes_2018_00057,West_Zone,MH_Marathwada,2018,Rabi,Soybean,20.18,33.39,194.9,34.06,13.6,6.8,0.694,189.5,19.3,208.5,2882.08
AGR_Wes_2019_00058,West_Zone,MH_Marathwada,2019,Kharif,Cotton,25.89,35.21,1065.19,80.07,11.33,6.72,0.512,191.2,22.8,196.9,3054.56
AGR_Wes_2023_00059,West_Zone,GJ_Saurashtra,2023,Kharif,Wheat,,35.59,436.47,66.81,10.0,6.12,0.613,185.8,26.2,210.7,4567.79
AGR_Wes_2023_00060,West_Zone,MH_Vidarbha,2023,Rabi,Maize,21.51,31.55,220.11,77.29,10.91,7.8,0.513,194.6,17.0,252.3,3694.47
AGR_Wes_2020_00061,West_Zone,MP_Malwa,2020,Kharif,Pulses,26.63,39.35,924.43,66.97,14.31,6.94,0.526,176.6,11.9,220.5,2364.72
AGR_Wes_2021_00062,West_Zone,GJ_Saurashtra,2021,Zaid,Soybean,26.91,38.32,,54.26,12.61,7.27,0.605,191.1,28.7,263.2,2601.73
AGR_Wes_2021_00063,West_Zone,GJ_Saurashtra,2021,Kharif,Pulses,23.7,34.61,737.7,77.77,11.15,7.01,0.528,180.9,18.5,291.3,2518.79
AGR_Wes_2021_00064,West_Zone,MH_Marathwada,2021,Rabi,Wheat,20.52,28.74,136.7,46.59,16.48,6.22,0.884,206.5,28.5,197.3,4157.44
AGR_Wes_2021_00065,West_Zone,GJ_Saurashtra,2021,Zaid,Wheat,27.69,38.22,57.03,40.05,12.09,5.95,0.874,121.8,20.6,184.4,3357.63
AGR_Wes_2020_00066,West_Zone,MP_Malwa,2020,Kharif,Maize,24.27,34.24,719.71,81.87,12.89,5.99,0.542,231.7,18.6,189.0,4853.02
AGR_Wes_2021_00067,West_Zone,MP_Malwa,2021,Kharif,Maize,25.02,37.6,703.4,62.6,11.55,6.99,0.704,162.8,17.0,152.8,4215.78
AGR_Wes_2020_00068,West_Zone,MH_Vidarbha,2020,Zaid,Cotton,28.65,42.56,64.75,57.98,10.0,8.03,0.579,172.7,27.4,224.8,2137.92
AGR_Wes_2020_00069,West_Zone,GJ_Saurashtra,2020,Zaid,Pulses,27.48,35.77,38.13,43.43,16.13,7.98,0.805,183.9,12.6,243.5,1787.24
AGR_Wes_2021_00070,West_Zone,MP_Malwa,2021,Kharif,Maize,24.92,32.56,,65.76,10.97,6.29,0.87,195.9,27.2,200.4,4620.83
AGR_Wes_2021_00071,West_Zone,MH_Marathwada,2021,Zaid,Pulses,26.97,40.93,92.86,41.83,14.44,6.32,0.819,126.1,25.5,189.9,1330.69
AGR_Wes_2021_00072,West_Zone,MH_Vidarbha,2021,Rabi,Pulses,21.82,30.42,93.79,44.69,14.57,6.55,0.977,182.4,20.2,120.9,1597.67
AGR_Wes_2019_00073,West_Zone,GJ_Saurashtra,2019,Rabi,Wheat,19.65,26.67,185.56,67.24,12.52,6.24,0.561,222.4,27.8,191.4,4169.01
AGR_Wes_2020_00074,West_Zone,MH_Vidarbha,2020,Rabi,Wheat,21.04,29.66,53.72,52.24,10.0,6.72,0.843,248.3,27.0,214.2,4362.14
AGR_Wes_2022_00075,West_Zone,GJ_Saurashtra,2022,Kharif,Maize,24.83,34.95,526.65,71.95,11.45,6.25,0.533,158.3,14.1,197.6,4051.2
AGR_Wes_2018_00076,West_Zone,MH_Marathwada,2018,Zaid,Pulses,29.19,40.68,86.19,51.35,11.83,7.13,0.529,175.5,27.7,147.8,1348.84
AGR_Wes_2022_00077,West_Zone,MH_Marathwada,2022,Kharif,Soybean,26.7,39.3,,81.42,10.42,7.66,0.561,170.2,22.7,260.6,2997.74
AGR_Wes_2023_00078,West_Zone,GJ_Saurashtra,2023,Rabi,Cotton,21.21,28.84,214.58,62.33,11.57,7.23,0.793,211.7,16.7,186.1,2609.74
AGR_Wes_2019_00079,West_Zone,MP_Malwa,2019,Zaid,Maize,26.23,39.34,77.9,41.15,15.05,5.75,0.387,162.2,17.5,274.1,2699.78
AGR_Wes_2020_00080,West_Zone,MH_Marathwada,2020,Rabi,Pulses,22.8,32.13,116.93,48.22,10.71,7.25,0.465,213.1,23.8,283.7,1413.35
AGR_Wes_2023_00081,West_Zone,GJ_Saurashtra,2023,Zaid,Wheat,27.97,36.37,62.28,50.46,12.88,7.03,0.664,185.2,13.1,204.3,3972.65
AGR_Wes_2022_00082,West_Zone,MH_Marathwada,2022,Kharif,Pulses,25.96,35.81,991.92,85.38,10.0,6.26,0.489,174.5,8.0,285.1,2406.64
AGR_Wes_2023_00083,West_Zone,MH_Marathwada,2023,Kharif,Pulses,24.66,38.15,1021.05,79.65,10.28,7.0,0.769,144.3,14.9,201.3,2148.78
AGR_Wes_2019_00084,West_Zone,MH_Vidarbha,2019,Kharif,Pulses,24.46,33.64,1055.11,94.5,10.0,6.28,0.859,274.7,28.8,231.7,2618.27
AGR_Wes_2019_00085,West_Zone,GJ_Saurashtra,2019,Rabi,Wheat,21.28,34.66,173.34,64.1,10.28,7.65,0.622,190.4,25.4,187.7,4156.91
AGR_Wes_2021_00086,West_Zone,GJ_Saurashtra,2021,Kharif,Wheat,23.79,,1070.36,95.0,10.0,5.98,0.695,229.6,29.5,266.4,4650.03
AGR_Wes_2022_00087,West_Zone,MH_Vidarbha,2022,Kharif,Soybean,24.71,35.81,699.54,80.2,11.83,6.86,0.584,192.1,15.0,318.6,3366.78
AGR_Wes_2022_00088,West_Zone,MH_Vidarbha,2022,Rabi,Pulses,22.31,36.06,204.47,71.0,10.0,6.65,0.531,190.6,15.7,170.5,1845.44
AGR_Wes_2018_00089,West_Zone,MH_Marathwada,2018,Kharif,Rice,25.55,39.33,693.7,71.61,10.0,6.36,0.533,177.7,24.2,258.1,4706.97
AGR_Wes_2022_00090,West_Zone,MH_Marathwada,2022,Kharif,Maize,26.08,37.17,1205.02,,11.3,7.03,0.872,145.0,23.8,180.8,4249.28
AGR_Wes_2018_00091,West_Zone,MH_Marathwada,2018,Rabi,Wheat,19.66,31.87,117.75,50.11,18.95,7.15,0.874,173.7,26.0,258.2,3904.39
AGR_Wes_2023_00092,West_Zone,MP_Malwa,2023,Kharif,Cotton,23.09,36.0,908.2,73.38,10.0,7.84,0.57,170.5,21.2,232.2,2861.86
AGR_Wes_2018_00093,West_Zone,GJ_Saurashtra,2018,Kharif,Cotton,24.86,32.93,619.66,65.65,11.02,5.2,0.659,267.1,17.3,185.6,3505.72
AGR_Wes_2019_00094,West_Zone,GJ_Saurashtra,2019,Kharif,Rice,,33.97,538.24,68.39,10.09,6.59,0.524,188.8,15.7,194.2,5211.78
AGR_Wes_2021_00095,West_Zone,MP_Malwa,2021,Kharif,Pulses,24.96,38.61,953.23,,10.0,6.96,0.597,193.5,18.4,211.9,2296.08
AGR_Wes_2022_00096,West_Zone,MH_Vidarbha,2022,Kharif,Rice,,,1001.95,95.0,10.33,7.39,0.472,221.1,14.2,178.4,5407.75
AGR_Wes_2019_00097,West_Zone,MP_Malwa,2019,Kharif,Soybean,25.8,38.07,637.86,,10.72,7.35,0.714,186.6,29.3,170.7,3404.61
AGR_Wes_2020_00098,West_Zone,GJ_Saurashtra,2020,Kharif,Pulses,24.02,33.13,663.2,69.16,11.17,6.73,0.384,162.4,19.1,153.8,1970.8
AGR_Wes_2023_00099,West_Zone,MH_Marathwada,2023,Kharif,Pulses,,36.72,852.82,83.33,10.49,7.35,0.649,188.6,27.9,207.1,1989.22
AGR_Wes_2023_00100,West_Zone,MP_Malwa,2023,Kharif,Rice,23.92,33.42,1147.12,,10.0,6.29,0.569,199.3,19.5,223.0,5201.98
AGR_Wes_2022_00101,West_Zone,MH_Vidarbha,2022,Rabi,Wheat,22.11,35.25,172.19,51.65,13.16,7.14,0.426,236.4,26.3,264.4,4361.39
AGR_Wes_2023_00102,West_Zone,MH_Vidarbha,2023,Zaid,Wheat,29.84,37.56,,45.51,17.32,6.83,0.577,226.4,20.3,269.7,4159.66
AGR_Wes_2019_00103,West_Zone,MH_Marathwada,2019,Kharif,Wheat,24.66,35.12,1409.81,95.0,10.0,7.96,0.597,142.2,24.9,253.4,4421.76
AGR_Wes_2021_00104,West_Zone,MP_Malwa,2021,Kharif,Cotton,25.08,33.12,489.54,65.36,10.0,5.88,0.683,192.9,18.9,170.3,3243.04
AGR_Wes_2022_00105,West_Zone,MH_Vidarbha,2022,Kharif,Pulses,22.05,32.66,521.06,47.68,12.04,7.23,0.603,171.2,24.4,218.3,2108.78
AGR_Wes_2020_00106,West_Zone,MH_Marathwada,2020,Rabi,Soybean,20.09,30.08,120.33,50.53,10.95,7.23,0.663,238.0,35.9,233.7,2537.74
AGR_Wes_2019_00107,West_Zone,MH_Vidarbha,2019,Kharif,Wheat,26.2,36.27,892.14,86.12,10.0,6.67,0.383,218.6,13.4,183.7,4793.8
AGR_Wes_2022_00108,West_Zone,MH_Vidarbha,2022,Kharif,Maize,24.86,35.11,1079.93,76.69,10.0,5.2,0.738,148.1,22.3,197.7,4176.86
AGR_Wes_2023_00109,West_Zone,MP_Malwa,2023,Kharif,Rice,23.17,35.19,849.48,74.3,11.85,6.38,0.566,213.2,27.7,112.3,5450.17
AGR_Wes_2019_00110,West_Zone,MH_Marathwada,2019,Kharif,Wheat,23.26,,922.08,82.57,10.33,7.9,0.498,223.6,19.9,222.0,4652.41
AGR_Wes_2019_00111,West_Zone,MP_Malwa,2019,Kharif,Soybean,22.95,30.16,852.23,79.86,10.51,6.97,0.436,198.9,17.3,126.1,3110.55
AGR_Wes_2022_00112,West_Zone,MH_Marathwada,2022,Rabi,Cotton,21.77,32.96,220.84,46.39,13.07,5.93,0.544,186.8,13.6,290.6,2699.73
AGR_Wes_2022_00113,West_Zone,MH_Vidarbha,2022,Kharif,Maize,25.29,33.62,678.57,62.24,13.19,6.36,0.578,170.9,27.3,169.9,4136.43
AGR_Wes_2019_00114,West_Zone,MP_Malwa,2019,Rabi,Rice,20.22,29.55,193.35,,13.59,6.32,0.573,195.6,31.8,158.9,4682.76
AGR_Wes_2019_00115,West_Zone,MP_Malwa,2019,Rabi,Wheat,20.56,33.9,168.8,38.3,12.85,7.47,0.746,195.4,16.4,176.3,4294.45
AGR_Wes_2019_00116,West_Zone,MH_Marathwada,2019,Rabi,Rice,20.91,34.7,119.82,66.36,12.16,5.74,0.497,230.1,22.7,186.6,4783.74
AGR_Wes_2019_00117,West_Zone,GJ_Saurashtra,2019,Rabi,Soybean,21.76,34.72,194.31,79.37,10.0,6.54,0.545,168.7,25.5,171.6,2753.07
AGR_Wes_2019_00118,West_Zone,MH_Marathwada,2019,Rabi,Rice,22.62,34.36,,45.41,15.29,7.14,0.95,229.9,19.2,182.0,5268.89
AGR_Wes_2021_00119,West_Zone,GJ_Saurashtra,2021,Kharif,Wheat,25.55,34.68,582.35,82.7,11.14,7.66,0.93,168.3,29.2,221.9,4969.55
AGR_Wes_2022_00120,West_Zone,MH_Marathwada,2022,Kharif,Rice,22.69,32.47,939.49,79.75,10.2,6.75,0.869,137.2,13.4,172.3,5066.24
AGR_Wes_2022_00121,West_Zone,MH_Marathwada,2022,Kharif,Wheat,25.13,37.32,968.7,75.46,10.0,6.58,0.636,222.4,21.6,191.6,4945.24
AGR_Wes_2018_00122,West_Zone,MH_Vidarbha,2018,Rabi,Maize,22.05,31.89,174.06,57.27,13.35,6.9,0.481,179.0,17.6,211.4,3602.27
AGR_Wes_2020_00123,West_Zone,GJ_Saurashtra,2020,Kharif,Maize,25.14,35.06,789.73,66.69,11.11,7.5,0.702,202.2,28.9,190.7,4462.2
AGR_Wes_2022_00124,West_Zone,GJ_Saurashtra,2022,Rabi,Rice,17.78,26.19,160.94,50.39,12.08,6.55,0.609,149.7,12.6,222.8,4010.59
AGR_Wes_2021_00125,West_Zone,MP_Malwa,2021,Rabi,Wheat,20.65,31.62,163.21,40.75,16.01,7.76,1.056,174.8,16.3,139.2,4588.32
AGR_Wes_2023_00126,West_Zone,MP_Malwa,2023,Kharif,Pulses,24.46,32.98,735.28,75.18,10.0,7.46,0.778,123.5,33.2,150.6,2132.98
AGR_Wes_2020_00127,West_Zone,MH_Vidarbha,2020,Kharif,Pulses,25.74,33.78,572.21,61.36,10.53,7.04,0.391,184.8,18.2,290.2,2218.51
AGR_Wes_2019_00128,West_Zone,MH_Marathwada,2019,Kharif,Soybean,25.56,35.13,309.25,57.37,10.33,6.41,0.659,155.9,19.7,287.7,2925.93
AGR_Wes_2020_00129,West_Zone,MH_Vidarbha,2020,Kharif,Pulses,23.43,36.11,,86.75,11.54,7.57,0.425,179.6,17.4,224.5,2464.11
AGR_Wes_2019_00130,West_Zone,GJ_Saurashtra,2019,Rabi,Wheat,22.41,31.64,123.46,67.48,11.65,5.89,0.402,181.4,23.3,229.9,3893.41
AGR_Wes_2023_00131,West_Zone,GJ_Saurashtra,2023,Kharif,Soybean,26.96,34.07,,,12.7,7.92,0.622,201.7,26.8,179.5,3410.74
AGR_Wes_2021_00132,West_Zone,MH_Vidarbha,2021,Kharif,Wheat,26.82,34.24,1021.35,81.38,10.43,7.22,0.569,176.6,20.2,230.9,4661.44
AGR_Wes_2023_00133,West_Zone,MH_Marathwada,2023,Kharif,Cotton,27.92,35.29,946.99,95.0,10.0,6.91,0.463,127.2,19.1,283.7,2820.31
AGR_Wes_2023_00134,West_Zone,MH_Marathwada,2023,Kharif,Soybean,24.78,35.44,1069.77,95.0,10.0,6.28,1.057,186.6,22.4,229.9,3570.1
AGR_Wes_2018_00135,West_Zone,MH_Vidarbha,2018,Rabi,Cotton,20.27,28.26,172.56,46.95,17.31,6.83,0.682,192.7,14.4,177.6,2093.68
AGR_Wes_2019_00136,West_Zone,MP_Malwa,2019,Kharif,Soybean,22.64,30.41,741.65,81.72,11.26,6.91,0.701,196.5,11.3,171.0,3233.82
AGR_Wes_2018_00137,West_Zone,GJ_Saurashtra,2018,Rabi,Pulses,19.77,29.57,,51.92,12.73,6.14,0.273,174.0,18.8,238.9,1244.46
AGR_Wes_2021_00138,West_Zone,GJ_Saurashtra,2021,Rabi,Rice,20.49,29.49,144.76,68.83,12.25,5.88,0.57,156.2,22.1,174.7,4114.76
AGR_Wes_2020_00139,West_Zone,MH_Vidarbha,2020,Kharif,Pulses,24.88,37.72,779.14,70.73,10.0,7.23,0.643,141.0,25.7,210.9,1842.37
AGR_Wes_2021_00140,West_Zone,GJ_Saurashtra,2021,Rabi,Rice,21.18,30.7,85.96,44.86,13.68,7.2,0.881,230.4,14.7,220.6,5214.1
AGR_Wes_2022_00141,West_Zone,GJ_Saurashtra,2022,Rabi,Cotton,19.51,30.4,170.52,57.56,12.21,7.29,0.659,167.1,17.7,243.9,2376.76
AGR_Wes_2018_00142,West_Zone,MP_Malwa,2018,Kharif,Soybean,21.75,34.62,625.06,75.79,11.42,6.49,0.407,203.8,20.6,110.0,3138.86
AGR_Wes_2020_00143,West_Zone,GJ_Saurashtra,2020,Rabi,Wheat,18.61,31.49,124.57,45.88,11.47,7.78,1.065,219.1,11.7,178.5,4341.22
AGR_Wes_2021_00144,West_Zone,MH_Vidarbha,2021,Rabi,Wheat,,29.24,166.71,53.73,11.95,6.7,0.458,186.7,19.2,169.6,3867.42
AGR_Wes_2022_00145,West_Zone,MP_Malwa,2022,Kharif,Cotton,26.94,37.16,900.61,75.43,12.08,6.43,0.404,171.3,23.3,131.1,2917.95
AGR_Wes_2020_00146,West_Zone,MH_Vidarbha,2020,Rabi,Wheat,19.48,29.79,143.62,42.1,15.02,7.0,0.831,233.5,24.7,177.6,4428.28
AGR_Wes_2022_00147,West_Zone,MP_Malwa,2022,Kharif,Maize,25.95,35.06,653.82,84.07,10.19,7.47,0.316,164.6,30.3,164.3,3861.13
AGR_Wes_2018_00148,West_Zone,GJ_Saurashtra,2018,Kharif,Rice,25.31,36.28,923.0,81.95,10.0,6.88,0.335,200.9,30.0,257.2,4822.31
AGR_Wes_2018_00149,West_Zone,MH_Marathwada,2018,Rabi,Maize,20.4,28.32,217.63,64.34,11.17,5.58,0.571,231.8,22.2,232.3,4098.22
AGR_Wes_2019_00150,West_Zone,MH_Marathwada,2019,Rabi,Wheat,21.31,34.56,174.53,34.08,11.1,7.38,0.617,172.8,17.5,244.5,3999.87
AGR_Wes_2020_00151,West_Zone,MH_Vidarbha,2020,Kharif,Pulses,24.06,37.09,873.18,62.29,10.0,6.57,0.948,159.5,18.7,267.3,2482.05
AGR_Wes_2022_00152,West_Zone,MH_Marathwada,2022,Kharif,Cotton,25.77,,863.37,71.94,11.5,6.74,0.689,163.8,27.9,212.3,3046.16
AGR_Wes_2022_00153,West_Zone,MP_Malwa,2022,Rabi,Cotton,20.1,28.62,202.62,69.6,10.04,6.95,0.301,141.1,28.4,229.9,2062.26
AGR_Wes_2018_00154,West_Zone,GJ_Saurashtra,2018,Zaid,Rice,28.97,,117.03,39.99,12.99,6.82,0.2,163.1,27.6,164.0,3832.07
AGR_Wes_2020_00155,West_Zone,MH_Vidarbha,2020,Rabi,Pulses,22.26,31.97,197.94,35.61,13.68,6.72,0.546,159.2,15.7,221.2,1600.91
AGR_Wes_2018_00156,West_Zone,MP_Malwa,2018,Rabi,Soybean,22.13,34.58,110.79,67.94,14.93,6.68,0.576,164.7,20.3,194.7,2371.83
AGR_Wes_2021_00157,West_Zone,MH_Marathwada,2021,Kharif,Wheat,25.53,36.57,1025.78,80.84,12.01,6.31,0.633,183.4,24.6,228.0,4595.18
AGR_Wes_2022_00158,West_Zone,MP_Malwa,2022,Kharif,Pulses,26.21,33.69,,84.59,10.0,5.99,0.824,125.7,28.3,196.0,2588.77
