Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha
AGR_Eas_2018_00026,East_Zone,Assam_Valley,2018,Kharif,Soybean,21.25,34.64,1824.61,95.0,10.0,6.01,0.544,172.2,20.4,229.5,2876.31
AGR_Eas_2023_00027,East_Zone,Bihar_Plains,2023,Rabi,Cotton,17.91,30.06,195.66,69.53,12.52,6.84,0.586,231.9,24.3,217.8,2330.16
AGR_Eas_2022_00028,East_Zone,WB_Gangetic,2022,Rabi,Maize,19.87,27.46,178.38,58.18,10.0,5.88,0.585,184.2,18.8,222.8,3473.7
AGR_Eas_2020_00029,East_Zone,Bihar_Plains,2020,Rabi,Maize,,33.68,437.42,71.36,14.41,6.56,0.507,137.4,25.6,210.3,3866.02
AGR_Eas_2019_00030,East_Zone,Odisha_Coastal,2019,Zaid,Rice,25.51,37.92,234.39,63.16,14.19,7.27,0.521,149.5,23.7,285.9,4581.86
AGR_Eas_2020_00031,East_Zone,Odisha_Coastal,2020,Rabi,Rice,19.84,26.98,295.95,47.94,12.48,6.36,0.966,220.1,23.8,266.7,5630.88
AGR_Eas_2018_00032,East_Zone,WB_Gangetic,2018,Kharif,Cotton,22.57,31.82,1868.18,95.0,11.31,6.06,0.552,253.9,29.5,171.5,2570.44
AGR_Eas_2020_00033,East_Zone,WB_Gangetic,2020,Kharif,Wheat,23.32,33.99,1863.41,95.0,10.0,7.35,0.512,135.3,15.3,172.5,3668.14
AGR_Eas_2020_00034,East_Zone,Bihar_Plains,2020,Kharif,Maize,22.54,31.36,784.66,,12.0,6.92,0.554,181.9,21.8,255.7,3978.55
AGR_Eas_2021_00035,East_Zone,Bihar_Plains,2021,Kharif,Soybean,26.0,35.55,1220.95,95.0,10.0,7.66,0.257,202.3,16.6,211.8,3255.01
AGR_Eas_2022_00036,East_Zone,Assam_Valley,2022,Rabi,Maize,18.56,27.86,277.32,63.84,10.0,6.38,0.423,186.4,25.2,218.7,3739.4
AGR_Eas_2018_00037,East_Zone,Assam_Valley,2018,Rabi,Rice,19.71,30.99,275.43,60.96,14.64,7.87,0.582,218.2,13.7,289.6,4905.0
AGR_Eas_2023_00038,East_Zone,WB_Gangetic,2023,Rabi,Pulses,16.88,29.89,174.96,55.09,10.0,6.87,0.674,160.1,27.8,263.9,1799.91
AGR_Eas_2018_00039,East_Zone,Odisha_Coastal,2018,Kharif,Rice,25.03,38.64,633.6,71.48,14.4,6.57,0.427,219.1,16.0,110.9,5058.17
AGR_Eas_2023_00040,East_Zone,Odisha_Coastal,2023,Zaid,Wheat,25.68,36.63,155.6,49.1,15.42,6.74,0.69,134.5,28.2,304.6,3751.95
AGR_Eas_2018_00041,East_Zone,Bihar_Plains,2018,Rabi,Maize,21.33,34.01,406.08,57.41,15.07,7.5,0.451,189.2,21.8,192.9,4133.8
AGR_Eas_2022_00042,East_Zone,WB_Gangetic,2022,Rabi,Cotton,19.79,33.44,202.04,55.55,11.66,6.34,0.518,223.6,31.5,120.5,2518.4
AGR_Eas_2021_00043,East_Zone,Assam_Valley,2021,Kharif,Pulses,22.97,30.99,1554.6,94.59,11.01,6.39,0.547,167.7,21.0,151.0,2113.37
AGR_Eas_2018_00044,East_Zone,WB_Gangetic,2018,Rabi,Cotton,18.65,31.57,273.63,58.86,13.65,6.2,0.632,200.7,18.2,185.6,2414.83
AGR_Eas_2019_00045,East_Zone,Bihar_Plains,2019,Rabi,Cotton,19.81,33.32,240.03,71.57,11.8,6.3,0.608,259.1,23.2,285.2,2839.63
AGR_Eas_2022_00046,East_Zone,Assam_Valley,2022,Rabi,Pulses,18.18,,164.49,75.39,10.85,8.26,0.552,189.0,22.0,220.9,1491.86
AGR_Eas_2022_00047,East_Zone,Odisha_Coastal,2022,Kharif,Cotton,24.99,35.97,218.65,38.28,15.11,7.1,0.455,189.0,25.8,213.7,2718.15
AGR_Eas_2019_00048,East_Zone,WB_Gangetic,2019,Rabi,Wheat,21.05,30.51,385.45,64.81,14.87,5.79,0.862,189.3,18.7,260.2,4555.48
AGR_Eas_2022_00049,East_Zone,Bihar_Plains,2022,Kharif,Wheat,24.38,31.78,1777.27,95.0,10.0,6.77,0.354,148.6,14.2,261.6,3943.57
AGR_Eas_2022_00050,East_Zone,Assam_Valley,2022,Kharif,Cotton,24.31,31.39,1352.77,95.0,10.0,7.05,0.521,217.6,24.9,218.6,3200.39
AGR_Eas_2019_00051,East_Zone,Bihar_Plains,2019,Kharif,Rice,25.67,,1040.61,80.83,10.0,6.48,0.606,148.1,19.8,216.9,4995.8
AGR_Eas_2020_00052,East_Zone,WB_Gangetic,2020,Kharif,Wheat,25.63,33.12,1673.34,95.0,10.0,7.49,0.462,222.3,17.6,210.2,4681.86
AGR_Eas_2023_00053,East_Zone,Odisha_Coastal,2023,Kharif,Soybean,22.41,35.92,2121.97,95.0,10.0,7.52,0.856,175.1,23.6,214.1,2605.94
AGR_Eas_2021_00054,East_Zone,Bihar_Plains,2021,Kharif,Maize,21.69,30.49,1145.62,,10.59,8.13,0.581,206.1,15.0,184.7,4087.33
AGR_Eas_2023_00055,East_Zone,Bihar_Plains,2023,Kharif,Cotton,23.87,34.09,2269.35,95.0,10.0,7.38,0.716,219.2,28.1,228.8,2404.36
AGR_Eas_2018_00056,East_Zone,WB_Gangetic,2018,Kharif,Soybean,23.97,32.78,1115.53,71.51,10.0,6.57,0.814,182.1,23.7,160.6,3505.01
AGR_Eas_2022_00057,East_Zone,Odisha_Coastal,2022,Zaid,Soybean,25.41,39.07,174.8,62.15,13.85,5.92,0.458,183.9,21.0,179.3,2121.67
AGR_Eas_2019_00058,East_Zone,Odisha_Coastal,2019,Rabi,Wheat,20.23,28.27,290.3,55.72,16.17,5.82,0.747,184.7,24.7,192.9,4578.74
AGR_Eas_2018_00059,East_Zone,Bihar_Plains,2018,Kharif,Cotton,25.34,35.69,2115.65,95.0,10.0,6.49,0.616,224.3,19.7,168.9,2466.31
AGR_Eas_2022_00060,East_Zone,Bihar_Plains,2022,Rabi,Cotton,,25.36,356.74,61.15,11.84,6.86,0.282,199.4,31.1,137.9,2477.41
AGR_Eas_2021_00061,East_Zone,Odisha_Coastal,2021,Kharif,Wheat,23.74,34.68,1851.19,95.0,10.13,5.33,0.416,133.7,28.8,265.4,4005.19
AGR_Eas_2020_00062,East_Zone,Assam_Valley,2020,Kharif,Maize,19.21,32.72,1445.54,95.0,10.59,6.14,0.898,181.2,26.1,153.1,4403.31
AGR_Eas_2021_00063,East_Zone,Odisha_Coastal,2021,Kharif,Maize,20.55,,1545.39,95.0,10.0,5.74,0.989,142.9,21.4,188.8,4227.26
AGR_Eas_2023_00064,East_Zone,Bihar_Plains,2023,Rabi,Wheat,16.23,29.67,157.03,52.76,13.08,7.35,0.977,180.1,22.5,272.6,4279.55
AGR_Eas_2021_00065,East_Zone,Assam_Valley,2021,Rabi,Rice,20.42,30.49,253.53,61.99,11.21,5.2,0.551,206.6,17.4,146.0,4766.84
AGR_Eas_2021_00066,East_Zone,Bihar_Plains,2021,Kharif,Cotton,20.54,30.88,889.91,76.16,10.22,7.21,0.605,162.8,17.9,258.1,2996.43
AGR_Eas_2020_00067,East_Zone,WB_Gangetic,2020,Kharif,Rice,22.93,36.21,1656.26,95.0,11.17,6.42,0.763,148.9,22.4,245.1,4911.33
AGR_Eas_2019_00068,East_Zone,Bihar_Plains,2019,Kharif,Soybean,22.13,,1124.61,77.53,10.0,6.79,0.664,204.3,27.8,183.5,3291.61
AGR_Eas_2018_00069,East_Zone,Assam_Valley,2018,Zaid,Pulses,23.03,36.29,157.77,,10.47,6.28,0.339,102.8,30.8,299.9,1441.58
AGR_Eas_2023_00070,East_Zone,Bihar_Plains,2023,Rabi,Maize,19.74,28.87,310.67,72.36,13.29,7.09,0.616,216.3,20.6,204.4,3857.67
AGR_Eas_2019_00071,East_Zone,Odisha_Coastal,2019,Kharif,Maize,23.65,36.46,1903.66,95.0,10.0,5.89,0.331,182.5,35.8,184.5,3604.64
AGR_Eas_2020_00072,East_Zone,Odisha_Coastal,2020,Kharif,Pulses,22.33,31.6,1642.15,95.0,10.0,7.27,0.424,153.0,29.9,254.8,2092.16
AGR_Eas_2021_00073,East_Zone,WB_Gangetic,2021,Kharif,Soybean,23.54,33.99,1136.24,90.53,10.0,7.0,0.559,179.0,22.4,189.8,3337.66
AGR_Eas_2021_00074,East_Zone,Assam_Valley,2021,Kharif,Soybean,25.95,34.16,1567.73,95.0,10.0,6.88,0.495,221.4,28.3,157.5,3148.17
AGR_Eas_2021_00075,East_Zone,Odisha_Coastal,2021,Kharif,Soybean,23.76,31.67,2091.18,95.0,10.0,8.5,0.822,125.8,24.3,279.1,2290.77
AGR_Eas_2021_00076,East_Zone,Assam_Valley,2021,Kharif,Maize,22.54,31.23,1635.21,95.0,10.0,6.4,0.703,216.2,25.9,219.3,4459.72
AGR_Eas_2023_00077,East_Zone,Odisha_Coastal,2023,Kharif,Rice,25.77,37.25,821.29,83.68,11.52,6.6,0.797,134.9,20.0,110.0,5102.57
AGR_Eas_2019_00078,East_Zone,WB_Gangetic,2019,Rabi,Wheat,,31.06,428.36,56.86,13.53,7.32,0.533,197.2,27.5,165.6,4438.91
AGR_Eas_2020_00079,East_Zone,Assam_Valley,2020,Rabi,Pulses,21.59,34.46,,56.38,12.16,7.59,0.596,168.1,9.1,246.9,1979.92
AGR_Eas_2018_00080,East_Zone,WB_Gangetic,2018,Zaid,Rice,24.61,35.16,119.9,47.18,15.66,5.2,0.2,172.9,23.3,200.0,4140.26
AGR_Eas_2023_00081,East_Zone,WB_Gangetic,2023,Kharif,Pulses,25.13,35.62,837.52,70.34,10.05,6.66,0.536,189.4,23.4,220.6,2371.32
AGR_Eas_2018_00082,East_Zone,WB_Gangetic,2018,Rabi,Wheat,19.67,30.85,265.44,56.11,10.74,6.34,0.703,104.9,20.5,171.2,3738.9
AGR_Eas_2023_00083,East_Zone,Odisha_Coastal,2023,Rabi,Maize,21.23,32.49,,88.04,11.49,7.2,0.2,236.8,22.0,201.1,4110.76
AGR_Eas_2019_00084,East_Zone,Assam_Valley,2019,Kharif,Cotton,22.42,33.69,1453.31,95.0,10.0,6.87,0.498,258.7,22.1,186.8,3228.01
AGR_Eas_2023_00085,East_Zone,Odisha_Coastal,2023,Rabi,Wheat,20.23,31.64,294.72,63.73,10.04,7.37,0.282,136.7,23.6,217.5,3940.0
AGR_Eas_2019_00086,East_Zone,Assam_Valley,2019,Rabi,Maize,20.55,33.24,273.9,61.85,15.84,6.07,0.734,139.8,21.9,227.6,3619.74
AGR_Eas_2018_00087,East_Zone,Assam_Valley,2018,Kharif,Wheat,24.75,31.9,995.86,81.41,11.86,6.97,0.527,163.7,18.7,251.4,4276.06
AGR_Eas_2019_00088,East_Zone,Assam_Valley,2019,Rabi,Rice,18.16,26.44,220.88,56.99,12.39,7.88,0.756,184.1,32.3,318.1,4586.48
AGR_Eas_2019_00089,East_Zone,Bihar_Plains,2019,Rabi,Pulses,15.83,25.02,415.47,57.11,12.07,5.75,0.677,202.4,14.2,133.7,2141.39
AGR_Eas_2023_00090,East_Zone,Bihar_Plains,2023,Rabi,Rice,19.69,28.28,311.18,75.91,12.46,5.68,0.681,198.7,28.8,265.7,4971.47
AGR_Eas_2021_00091,East_Zone,Bihar_Plains,2021,Kharif,Soybean,23.5,33.11,1717.65,,10.0,6.85,0.936,221.2,28.8,298.7,3472.59
AGR_Eas_2021_00092,East_Zone,WB_Gangetic,2021,Kharif,Cotton,21.95,,353.34,80.93,12.46,7.48,0.708,165.5,26.3,208.2,2841.37
AGR_Eas_2021_00093,East_Zone,Odisha_Coastal,2021,Rabi,Cotton,20.7,28.84,355.46,67.97,12.5,6.84,0.998,194.3,9.7,112.1,2760.61
AGR_Eas_2018_00094,East_Zone,WB_Gangetic,2018,Kharif,Pulses,25.63,33.26,970.75,80.09,13.03,7.22,0.958,198.1,19.0,183.5,2434.93
AGR_Eas_2023_00095,East_Zone,WB_Gangetic,2023,Rabi,Maize,21.45,,177.12,67.16,10.0,7.03,0.352,185.3,21.0,248.2,3541.84
AGR_Eas_2021_00096,East_Zone,WB_Gangetic,2021,Kharif,Maize,23.64,35.87,1604.82,,10.0,6.68,1.2,116.7,29.2,197.5,4090.53
AGR_Eas_2020_00097,East_Zone,WB_Gangetic,2020,Kharif,Soybean,22.46,32.16,1633.53,95.0,10.0,5.6,0.902,174.7,16.8,236.8,3131.56
AGR_Eas_2020_00098,East_Zone,Odisha_Coastal,2020,Kharif,Soybean,23.35,30.57,1971.59,95.0,10.0,6.9,0.457,179.5,18.8,167.6,2747.74
AGR_Eas_2023_00099,East_Zone,Odisha_Coastal,2023,Rabi,Pulses,19.46,27.79,248.55,50.88,11.34,6.81,0.232,217.8,26.2,246.7,1746.01
AGR_Eas_2018_00100,East_Zone,Odisha_Coastal,2018,Rabi,Rice,20.1,31.0,186.64,69.32,10.33,6.32,0.43,191.9,11.9,179.0,4388.91
AGR_Eas_2022_00101,East_Zone,Odisha_Coastal,2022,Kharif,Maize,24.96,33.34,1110.57,89.53,10.0,6.34,0.902,158.6,24.0,255.7,4341.99
AGR_Eas_2023_00102,East_Zone,Assam_Valley,2023,Kharif,Maize,23.54,,842.75,83.8,11.44,7.02,0.328,175.4,23.2,234.0,4001.9
AGR_Eas_2023_00103,East_Zone,Odisha_Coastal,2023,Kharif,Wheat,21.94,30.86,1570.5,95.0,10.0,6.31,0.763,167.3,29.6,190.3,4445.14
AGR_Eas_2019_00104,East_Zone,Odisha_Coastal,2019,Rabi,Wheat,19.28,26.9,270.33,61.3,14.34,6.62,0.437,135.0,22.8,192.7,3589.1
AGR_Eas_2020_00105,East_Zone,Bihar_Plains,2020,Rabi,Soybean,20.57,30.52,329.44,48.7,14.13,6.83,0.382,156.6,25.6,185.9,2879.68
AGR_Eas_2022_00106,East_Zone,Assam_Valley,2022,Rabi,Pulses,17.37,24.66,381.86,56.28,14.17,7.76,0.617,191.2,26.1,219.4,2199.99
AGR_Eas_2020_00107,East_Zone,Odisha_Coastal,2020,Rabi,Maize,16.7,25.51,235.77,58.13,15.15,7.72,0.295,214.7,22.7,187.5,3544.79
AGR_Eas_2022_00108,East_Zone,Assam_Valley,2022,Kharif,Maize,,33.78,1652.72,95.0,10.0,7.37,0.935,200.7,22.5,245.9,4307.12
AGR_Eas_2020_00109,East_Zone,WB_Gangetic,2020,Rabi,Pulses,20.93,33.04,256.49,35.7,13.39,7.02,0.628,162.0,21.5,252.6,1912.32
AGR_Eas_2019_00110,East_Zone,Assam_Valley,2019,Rabi,Rice,17.99,25.0,211.48,63.89,11.12,7.01,0.346,226.3,12.7,191.8,4368.53
AGR_Eas_2018_00111,East_Zone,WB_Gangetic,2018,Rabi,Wheat,16.76,30.13,462.15,70.11,10.16,6.86,0.625,159.4,20.0,304.5,4337.35
AGR_Eas_2019_00112,East_Zone,Assam_Valley,2019,Rabi,Soybean,20.08,30.21,212.74,57.36,12.39,8.5,0.535,228.4,14.6,216.8,2645.33
AGR_Eas_2021_00113,East_Zone,Odisha_Coastal,2021,Kharif,Wheat,23.46,30.89,1415.59,90.22,10.0,7.46,0.648,154.1,18.1,112.7,4575.56
AGR_Eas_2020_00114,East_Zone,Assam_Valley,2020,Kharif,Cotton,22.97,33.8,1867.57,95.0,10.0,6.7,0.425,141.6,11.2,161.3,2390.24
AGR_Eas_2022_00115,East_Zone,Bihar_Plains,2022,Zaid,Pulses,24.99,32.56,182.48,57.65,12.27,7.47,0.709,154.8,21.0,202.1,1829.8
AGR_Eas_2023_00116,East_Zone,Bihar_Plains,2023,Rabi,Maize,19.97,28.47,204.33,38.84,11.5,7.92,0.579,184.9,14.7,231.8,3708.85
AGR_Eas_2019_00117,East_Zone,WB_Gangetic,2019,Kharif,Soybean,24.96,32.48,2865.42,95.0,10.0,6.03,0.559,157.9,17.8,229.6,1704.08
AGR_Eas_2022_00118,East_Zone,WB_Gangetic,2022,Rabi,Maize,22.68,34.35,346.54,60.81,10.94,7.12,0.628,219.3,16.3,256.7,4056.44
AGR_Eas_2019_00119,East_Zone,Assam_Valley,2019,Rabi,Rice,19.19,28.44,379.87,55.66,11.08,8.07,0.479,114.8,20.2,223.8,4329.25
AGR_Eas_2019_00120,East_Zone,Assam_Valley,2019,Kharif,Wheat,19.22,31.15,1452.63,95.0,14.28,7.07,0.353,246.6,21.7,146.0,4760.03
AGR_Eas_2019_00121,East_Zone,Assam_Valley,2019,Rabi,Wheat,18.14,27.12,215.31,66.1,12.22,7.37,0.605,179.1,25.4,246.7,3805.73
AGR_Eas_2020_00122,East_Zone,Bihar_Plains,2020,Kharif,Cotton,22.94,31.79,,95.0,10.16,6.71,0.553,135.9,18.6,204.0,2776.14
AGR_Eas_2023_00123,East_Zone,Odisha_Coastal,2023,Kharif,Soybean,24.65,37.17,1194.53,83.81,13.01,6.86,0.447,205.6,22.1,169.0,2930.58
AGR_Eas_2021_00124,East_Zone,Bihar_Plains,2021,Kharif,Cotton,23.93,33.98,1329.78,95.0,10.0,6.9,0.798,158.2,26.5,191.3,3089.15
AGR_Eas_2020_00125,East_Zone,Assam_Valley,2020,Kharif,Cotton,23.35,35.26,1414.57,95.0,10.0,6.79,0.541,223.7,20.7,158.8,3107.85
AGR_Eas_2021_00126,East_Zone,Assam_Valley,2021,Kharif,Rice,24.92,35.54,1330.39,83.64,10.0,7.22,0.729,200.5,15.4,216.8,5317.93
AGR_Eas_2023_00127,East_Zone,WB_Gangetic,2023,Rabi,Maize,18.84,32.39,243.99,59.29,14.17,7.02,0.731,191.3,20.2,149.2,3755.07
AGR_Eas_2022_00128,East_Zone,Assam_Valley,2022,Kharif,Pulses,23.43,36.74,1604.31,95.0,10.91,5.99,0.706,187.7,25.0,237.1,2268.11
AGR_Eas_2023_00129,East_Zone,Odisha_Coastal,2023,Rabi,Soybean,18.1,29.4,312.61,57.54,12.22,6.62,0.642,191.2,18.9,185.2,3053.55
AGR_Eas_2023_00130,East_Zone,WB_Gangetic,2023,Zaid,Rice,25.33,36.02,79.75,57.97,14.39,7.55,0.402,177.5,21.5,272.2,4443.2
AGR_Eas_2023_00131,East_Zone,Assam_Valley,2023,Rabi,Rice,21.1,34.7,349.05,52.8,10.01,7.92,0.511,163.0,26.1,136.3,4821.52
AGR_Eas_2021_00132,East_Zone,Odisha_Coastal,2021,Kharif,Soybean,22.68,30.41,1868.91,95.0,10.0,7.94,0.357,131.4,20.5,282.8,2520.72
AGR_Eas_2020_00133,East_Zone,Odisha_Coastal,2020,Kharif,Soybean,21.83,32.3,1555.44,,10.0,7.63,0.684,164.4,18.3,196.4,3335.02
AGR_Eas_2022_00134,East_Zone,Assam_Valley,2022,Rabi,Maize,19.68,29.21,173.14,46.86,14.04,7.22,0.863,178.8,13.2,138.4,3836.7
AGR_Eas_2023_00135,East_Zone,WB_Gangetic,2023,Rabi,Maize,20.52,33.17,153.88,65.55,11.48,7.24,0.522,136.2,27.9,187.8,3213.77
AGR_Eas_2020_00136,East_Zone,WB_Gangetic,2020,Kharif,Pulses,22.4,31.61,1017.54,78.27,10.0,6.14,0.602,162.2,16.3,201.3,2154.81
AGR_Eas_2023_00137,East_Zone,Odisha_Coastal,2023,Rabi,Cotton,19.0,29.3,343.38,53.87,10.0,6.56,0.427,147.0,23.2,256.4,2199.54
AGR_Eas_2023_00138,East_Zone,WB_Gangetic,2023,Rabi,Maize,18.51,26.72,346.67,53.28,12.91,7.09,0.527,167.2,8.0,184.4,4125.35
AGR_Eas_2022_00139,East_Zone,WB_Gangetic,2022,Kharif,Pulses,25.23,37.17,963.32,60.99,14.28,6.89,0.786,121.0,18.3,178.3,2176.84
AGR_Eas_2020_00140,East_Zone,Odisha_Coastal,2020,Rabi,Pulses,19.54,31.17,226.69,60.42,14.14,8.5,0.824,167.8,15.1,196.7,2175.49
AGR_Eas_2018_00141,East_Zone,Bihar_Plains,2018,Kharif,Wheat,21.94,30.3,1572.48,95.0,10.0,6.32,0.561,182.5,14.6,228.0,4342.07
AGR_Eas_2021_00142,East_Zone,Odisha_Coastal,2021,Kharif,Maize,22.22,30.57,1397.91,95.0,10.0,7.73,0.659,143.9,27.5,157.4,3977.64
AGR_Eas_2018_00143,East_Zone,Assam_Valley,2018,Kharif,Soybean,23.58,36.59,1420.36,95.0,10.0,7.44,0.591,278.7,24.7,227.9,3579.27
AGR_Eas_2020_00144,East_Zone,Assam_Valley,2020,Rabi,Maize,,28.14,354.22,67.11,10.73,7.41,0.446,232.7,17.4,274.0,4104.54
AGR_Eas_2023_00145,East_Zone,Odisha_Coastal,2023,Kharif,Wheat,24.46,38.39,1307.9,71.42,10.0,6.58,0.51,166.4,16.5,227.5,4472.0
AGR_Eas_2023_00146,East_Zone,Bihar_Plains,2023,Kharif,Wheat,24.78,36.76,988.69,82.71,10.0,6.46,0.326,198.2,16.2,117.9,4663.01
AGR_Eas_2020_00147,East_Zone,Odisha_Coastal,2020,Rabi,Rice,19.4,29.14,390.72,,10.0,8.02,0.61,230.3,15.7,246.8,4944.18
AGR_Eas_2021_00148,East_Zone,Odisha_Coastal,2021,Kharif,Cotton,23.35,31.53,1009.52,87.27,10.49,7.03,0.732,191.7,34.1,276.3,3103.44
AGR_Eas_2019_00149,East_Zone,Bihar_Plains,2019,Kharif,Wheat,,34.91,1156.14,92.95,10.0,6.42,0.812,178.9,19.3,214.0,4503.84
AGR_Eas_2021_00150,East_Zone,Bihar_Plains,2021,Kharif,Rice,23.55,30.62,1698.26,95.0,10.0,7.24,0.577,240.6,23.1,244.3,5236.83
AGR_Eas_2022_00151,East_Zone,WB_Gangetic,2022,Kharif,Maize,24.05,32.35,724.34,68.29,10.0,6.19,0.796,217.0,18.4,202.0,4315.35
AGR_Eas_2022_00152,East_Zone,Bihar_Plains,2022,Rabi,Pulses,16.47,25.64,296.52,66.91,10.0,6.11,0.67,184.1,14.1,267.2,1453.46
AGR_Eas_2022_00153,East_Zone,WB_Gangetic,2022,Rabi,Soybean,17.86,26.41,,47.31,17.5,5.98,0.466,149.3,14.3,252.7,2079.47
AGR_Eas_2021_00154,East_Zone,Assam_Valley,2021,Kharif,Maize,,33.48,1488.69,95.0,10.0,6.87,0.79,205.3,36.1,212.6,4714.22
AGR_Eas_2018_00155,East_Zone,Assam_Valley,2018,Kharif,Maize,23.4,32.23,2147.74,95.0,10.0,6.56,0.586,225.2,24.8,276.3,3744.8
AGR_Eas_2020_00156,East_Zone,Bihar_Plains,2020,Kharif,Pulses,21.6,35.11,1368.22,95.0,10.0,6.65,0.721,139.0,30.3,147.3,2326.23
AGR_Eas_2018_00157,East_Zone,WB_Gangetic,2018,Kharif,Pulses,23.12,32.0,1230.54,68.94,10.0,7.01,0.371,165.7,14.1,242.0,2318.08
AGR_Eas_2023_00158,East_Zone,WB_Gangetic,2023,Rabi,Maize,16.65,25.85,,80.89,10.0,6.9,0.657,171.9,13.3,162.2,3195.72
